"Genotype","value","SI_name","SI_value","Trait"
NA,0.225509240664241,"Genotypic superiority measure",0.178302785249191,"mobile61_DM_rel"
NA,0.225509240664241,"Ecovalence",0.443624029485776,"mobile61_DM_rel"
NA,0.234178899426121,"Genotypic superiority measure",0.185443885591045,"mobile61_DM_rel"
NA,0.234178899426121,"Ecovalence",0.538110976478751,"mobile61_DM_rel"
NA,0.10896369304952,"Genotypic superiority measure",0.244425163117326,"mobile61_DM_rel"
NA,0.10896369304952,"Ecovalence",0.341537065189255,"mobile61_DM_rel"
NA,161.824832441268,"Genotypic superiority measure",26.6557092086433,"plot_grain_number"
NA,161.824832441268,"Ecovalence",34.6413838056127,"plot_grain_number"
NA,160.777650641807,"Genotypic superiority measure",27.0291062830057,"plot_grain_number"
NA,160.777650641807,"Ecovalence",30.6221156911564,"plot_grain_number"
NA,187.338360260438,"Genotypic superiority measure",7.43378667176125,"plot_grain_number"
NA,187.338360260438,"Ecovalence",19.7844990668658,"plot_grain_number"
NA,176.05774114516,"Genotypic superiority measure",16.2133805695235,"plot_grain_number"
NA,176.05774114516,"Ecovalence",19.8876519893329,"plot_grain_number"
NA,167.701029274003,"Genotypic superiority measure",20.76164639076,"plot_grain_number"
NA,167.701029274003,"Ecovalence",16.8538733056025,"plot_grain_number"
NA,169.458314555523,"Genotypic superiority measure",19.9883387873049,"plot_grain_number"
NA,169.458314555523,"Ecovalence",17.1398577948665,"plot_grain_number"
NA,193.959337788375,"Genotypic superiority measure",2.30658134945754,"plot_grain_number"
NA,193.959337788375,"Ecovalence",39.554662909008,"plot_grain_number"
NA,184.454325065532,"Genotypic superiority measure",9.46616830947198,"plot_grain_number"
NA,184.454325065532,"Ecovalence",26.7957921982196,"plot_grain_number"
NA,36.5651433616965,"Genotypic superiority measure",5.09231230157519,"plot_grain_per_spike"
NA,36.5651433616965,"Ecovalence",13.8756156252084,"plot_grain_per_spike"
NA,34.577530374729,"Genotypic superiority measure",5.78285092786527,"plot_grain_per_spike"
NA,34.577530374729,"Ecovalence",14.4413800641987,"plot_grain_per_spike"
NA,37.0584590694661,"Genotypic superiority measure",4.5199009177105,"plot_grain_per_spike"
NA,37.0584590694661,"Ecovalence",15.9691180224725,"plot_grain_per_spike"
NA,36.1521355905053,"Genotypic superiority measure",5.16832810121472,"plot_grain_per_spike"
NA,36.1521355905053,"Ecovalence",20.6409316034596,"plot_grain_per_spike"
NA,35.1221495217126,"Genotypic superiority measure",6.43804413453805,"plot_grain_per_spike"
NA,35.1221495217126,"Ecovalence",17.031263147875,"plot_grain_per_spike"
NA,33.4831236116319,"Genotypic superiority measure",6.48114766407726,"plot_grain_per_spike"
NA,33.4831236116319,"Ecovalence",14.1259050888864,"plot_grain_per_spike"
NA,33.461753436508,"Genotypic superiority measure",7.04307549307534,"plot_grain_per_spike"
