"timeid","DFG_year","plot_id","var","rep","nitrogen","appl","TT","trait","group","g","trt","part","BBCH","Trait","Das","Acc_Radiation","namCombine"
"Late","DFG2021",167,"Pionier","3","220","Split",1524.35416666667,"CHO","2021-06-15","Split_220_Late","Split 220","ear","61",226.96912307536,222,1942.254,"ear_CHO61"
"Late","DFG2021",167,"Pionier","3","220","Split",1524.35416666667,"total_C","2021-06-15","Split_220_Late","Split 220","ear","61",0.496041016000993,222,1942.254,"ear_total_C61"
"Early","DFG2021",168,"Apertus","3","220","Split",1697.2125,"CHO","2021-06-15","Split_220_Early","Split 220","ear","61",176.531950736864,236,2001.906,"ear_CHO61"
"Early","DFG2021",168,"Apertus","3","220","Split",1697.2125,"total_C","2021-06-15","Split_220_Early","Split 220","ear","61",0.378661032437268,236,2001.906,"ear_total_C61"
"Early","DFG2021",169,"Pionier","3","220","Split",1697.2125,"CHO","2021-06-15","Split_220_Early","Split 220","ear","61",233.203613997916,236,2001.906,"ear_CHO61"
"Early","DFG2021",169,"Pionier","3","220","Split",1697.2125,"total_C","2021-06-15","Split_220_Early","Split 220","ear","61",0.419066892258921,236,2001.906,"ear_total_C61"
"Late","DFG2021",170,"Potenzial","3","220","Split",1524.35416666667,"CHO","2021-06-15","Split_220_Late","Split 220","ear","61",215.603308653235,222,1942.254,"ear_CHO61"
"Late","DFG2021",170,"Potenzial","3","220","Split",1524.35416666667,"total_C","2021-06-15","Split_220_Late","Split 220","ear","61",0.427541358921658,222,1942.254,"ear_total_C61"
"Late","DFG2021",171,"Alves","3","220","Combined",1524.35416666667,"CHO","2021-06-15","Combined_220_Late","Combined 220","ear","61",209.944890043085,222,1942.254,"ear_CHO61"
"Late","DFG2021",171,"Alves","3","220","Combined",1524.35416666667,"total_C","2021-06-15","Combined_220_Late","Combined 220","ear","61",0.583541818957046,222,1942.254,"ear_total_C61"
"Early","DFG2021",172,"Patras","3","220","Combined",1697.2125,"CHO","2021-06-15","Combined_220_Early","Combined 220","ear","61",282.789169138115,236,2001.906,"ear_CHO61"
"Early","DFG2021",172,"Patras","3","220","Combined",1697.2125,"total_C","2021-06-15","Combined_220_Early","Combined 220","ear","61",0.749532689052911,236,2001.906,"ear_total_C61"
"Early","DFG2021",173,"Apertus","3","220","Combined",1697.2125,"CHO","2021-06-15","Combined_220_Early","Combined 220","ear","61",233.52427448,236,2001.906,"ear_CHO61"
"Early","DFG2021",173,"Apertus","3","220","Combined",1697.2125,"total_C","2021-06-15","Combined_220_Early","Combined 220","ear","61",0.580424581317918,236,2001.906,"ear_total_C61"
"Late","DFG2021",75,"Capone","2","176","Split",2347.37916666667,"CHO","2021-07-27","Split_176_Late","Split 176","straw","87",6.5461610702511,264,2701.3482,"straw_CHO87"
"Late","DFG2021",75,"Capone","2","176","Split",2347.37916666667,"total_C","2021-07-27","Split_176_Late","Split 176","straw","87",0.0324525933435068,264,2701.3482,"straw_total_C87"
"Late","DFG2021",174,"Potenzial","3","220","Combined",1524.35416666667,"CHO","2021-06-15","Combined_220_Late","Combined 220","ear","61",277.247251747241,222,1942.254,"ear_CHO61"
"Late","DFG2021",174,"Potenzial","3","220","Combined",1524.35416666667,"total_C","2021-06-15","Combined_220_Late","Combined 220","ear","61",0.989356812913247,222,1942.254,"ear_total_C61"
"Late","DFG2021",175,"Capone","3","220","Split",1524.35416666667,"CHO","2021-06-15","Split_220_Late","Split 220","ear","61",212.266831814707,222,1942.254,"ear_CHO61"
"Late","DFG2021",175,"Capone","3","220","Split",1524.35416666667,"total_C","2021-06-15","Split_220_Late","Split 220","ear","61",0.526634007099118,222,1942.254,"ear_total_C61"
"Early","DFG2021",176,"Capone","3","220","Split",1697.2125,"CHO","2021-06-15","Split_220_Early","Split 220","ear","61",157.622997969381,236,2001.906,"ear_CHO61"
"Early","DFG2021",176,"Capone","3","220","Split",1697.2125,"total_C","2021-06-15","Split_220_Early","Split 220","ear","61",0.548764464686578,236,2001.906,"ear_total_C61"
"Early","DFG2021",177,"Patras","3","220","Split",1697.2125,"CHO","2021-06-15","Split_220_Early","Split 220","ear","61",299.780983857128,236,2001.906,"ear_CHO61"
"Early","DFG2021",177,"Patras","3","220","Split",1697.2125,"total_C","2021-06-15","Split_220_Early","Split 220","ear","61",0.544552154453712,236,2001.906,"ear_total_C61"
"Late","DFG2021",178,"Esket","3","220","Split",1524.35416666667,"CHO","2021-06-15","Split_220_Late","Split 220","ear","61",238.569486905334,222,1942.254,"ear_CHO61"
"Late","DFG2021",178,"Esket","3","220","Split",1524.35416666667,"total_C","2021-06-15","Split_220_Late","Split 220","ear","61",0.53534992593882,222,1942.254,"ear_total_C61"
"Late","DFG2021",179,"Patras","3","220","Combined",1524.35416666667,"CHO","2021-06-15","Combined_220_Late","Combined 220","ear","61",295.956855712823,222,1942.254,"ear_CHO61"
"Late","DFG2021",179,"Patras","3","220","Combined",1524.35416666667,"total_C","2021-06-15","Combined_220_Late","Combined 220","ear","61",0.588658183069515,222,1942.254,"ear_total_C61"
"Early","DFG2021",180,"Esket","3","220","Combined",1697.2125,"CHO","2021-06-15","Combined_220_Early","Combined 220","ear","61",259.951386359746,236,2001.906,"ear_CHO61"
"Early","DFG2021",180,"Esket","3","220","Combined",1697.2125,"total_C","2021-06-15","Combined_220_Early","Combined 220","ear","61",0.653127854963224,236,2001.906,"ear_total_C61"
"Early","DFG2021",181,"Torrild","3","220","Combined",1697.2125,"CHO","2021-06-15","Combined_220_Early","Combined 220","ear","61",274.859904113963,236,2001.906,"ear_CHO61"
"Early","DFG2021",181,"Torrild","3","220","Combined",1697.2125,"total_C","2021-06-15","Combined_220_Early","Combined 220","ear","61",0.992793968695663,236,2001.906,"ear_total_C61"
"Late","DFG2021",182,"Torrild","3","220","Combined",1524.35416666667,"CHO","2021-06-15","Combined_220_Late","Combined 220","ear","61",241.889769825855,222,1942.254,"ear_CHO61"
"Late","DFG2021",182,"Torrild","3","220","Combined",1524.35416666667,"total_C","2021-06-15","Combined_220_Late","Combined 220","ear","61",0.599765681284379,222,1942.254,"ear_total_C61"
"Late","DFG2021",183,"Patras","3","220","Split",1524.35416666667,"CHO","2021-06-15","Split_220_Late","Split 220","ear","61",283.368809696951,222,1942.254,"ear_CHO61"
"Late","DFG2021",183,"Patras","3","220","Split",1524.35416666667,"total_C","2021-06-15","Split_220_Late","Split 220","ear","61",0.867533606549548,222,1942.254,"ear_total_C61"
"Early","DFG2021",76,"Torrild","2","176","Split",2520.2375,"CHO","2021-07-27","Split_176_Early","Split 176","straw","87",2.84360837628573,278,2761.0002,"straw_CHO87"
"Early","DFG2021",76,"Torrild","2","176","Split",2520.2375,"total_C","2021-07-27","Split_176_Early","Split 176","straw","87",0.0149417401384846,278,2761.0002,"straw_total_C87"
"Early","DFG2021",184,"Torrild","3","220","Split",1697.2125,"CHO","2021-06-15","Split_220_Early","Split 220","ear","61",305.266130967648,236,2001.906,"ear_CHO61"
"Early","DFG2021",184,"Torrild","3","220","Split",1697.2125,"total_C","2021-06-15","Split_220_Early","Split 220","ear","61",0.788044513152762,236,2001.906,"ear_total_C61"
"Early","DFG2021",185,"Potenzial","3","220","Split",1697.2125,"CHO","2021-06-15","Split_220_Early","Split 220","ear","61",292.041531501796,236,2001.906,"ear_CHO61"
"Early","DFG2021",185,"Potenzial","3","220","Split",1697.2125,"total_C","2021-06-15","Split_220_Early","Split 220","ear","61",0.572547419646534,236,2001.906,"ear_total_C61"
"Late","DFG2021",186,"Torrild","3","220","Split",1524.35416666667,"CHO","2021-06-15","Split_220_Late","Split 220","ear","61",202.697573667711,222,1942.254,"ear_CHO61"
"Late","DFG2021",186,"Torrild","3","220","Split",1524.35416666667,"total_C","2021-06-15","Split_220_Late","Split 220","ear","61",0.496203657857539,222,1942.254,"ear_total_C61"
"Late","DFG2021",187,"Apertus","3","220","Combined",1524.35416666667,"CHO","2021-06-15","Combined_220_Late","Combined 220","ear","61",219.993165062312,222,1942.254,"ear_CHO61"
"Late","DFG2021",187,"Apertus","3","220","Combined",1524.35416666667,"total_C","2021-06-15","Combined_220_Late","Combined 220","ear","61",0.72399750260008,222,1942.254,"ear_total_C61"
"Early","DFG2021",188,"Capone","3","220","Combined",1697.2125,"CHO","2021-06-15","Combined_220_Early","Combined 220","ear","61",232.941107057157,236,2001.906,"ear_CHO61"
"Early","DFG2021",188,"Capone","3","220","Combined",1697.2125,"total_C","2021-06-15","Combined_220_Early","Combined 220","ear","61",0.856058564154761,236,2001.906,"ear_total_C61"
"Early","DFG2021",189,"Pionier","3","220","Combined",1697.2125,"CHO","2021-06-15","Combined_220_Early","Combined 220","ear","61",231.115430837297,236,2001.906,"ear_CHO61"
"Early","DFG2021",189,"Pionier","3","220","Combined",1697.2125,"total_C","2021-06-15","Combined_220_Early","Combined 220","ear","61",0.857322686404339,236,2001.906,"ear_total_C61"
"Late","DFG2021",190,"Pionier","3","220","Combined",1524.35416666667,"CHO","2021-06-15","Combined_220_Late","Combined 220","ear","61",209.290263212886,222,1942.254,"ear_CHO61"
"Late","DFG2021",190,"Pionier","3","220","Combined",1524.35416666667,"total_C","2021-06-15","Combined_220_Late","Combined 220","ear","61",0.535887716277155,222,1942.254,"ear_total_C61"
"Late","DFG2021",191,"Alves","3","220","Split",1524.35416666667,"CHO","2021-06-15","Split_220_Late","Split 220","ear","61",146.525657213476,222,1942.254,"ear_CHO61"
"Late","DFG2021",191,"Alves","3","220","Split",1524.35416666667,"total_C","2021-06-15","Split_220_Late","Split 220","ear","61",0.365508250091473,222,1942.254,"ear_total_C61"
"Early","DFG2021",192,"Esket","3","220","Split",1697.2125,"CHO","2021-06-15","Split_220_Early","Split 220","ear","61",276.201869633973,236,2001.906,"ear_CHO61"
"Early","DFG2021",192,"Esket","3","220","Split",1697.2125,"total_C","2021-06-15","Split_220_Early","Split 220","ear","61",0.642583646490519,236,2001.906,"ear_total_C61"
"Early","DFG2021",77,"Esket","2","176","Split",2520.2375,"CHO","2021-07-27","Split_176_Early","Split 176","straw","87",0,278,2761.0002,"straw_CHO87"
"Early","DFG2021",77,"Esket","2","176","Split",2520.2375,"total_C","2021-07-27","Split_176_Early","Split 176","straw","87",0,278,2761.0002,"straw_total_C87"
"Late","DFG2021",78,"Alves","2","176","Split",2347.37916666667,"CHO","2021-07-27","Split_176_Late","Split 176","straw","87",0,264,2701.3482,"straw_CHO87"
"Late","DFG2021",78,"Alves","2","176","Split",2347.37916666667,"total_C","2021-07-27","Split_176_Late","Split 176","straw","87",0,264,2701.3482,"straw_total_C87"
"Late","DFG2021",79,"Capone","2","176","Combined",2347.37916666667,"CHO","2021-07-27","Combined_176_Late","Combined 176","straw","87",3.64544652304044,264,2701.3482,"straw_CHO87"
"Late","DFG2021",79,"Capone","2","176","Combined",2347.37916666667,"total_C","2021-07-27","Combined_176_Late","Combined 176","straw","87",0.0378233302106894,264,2701.3482,"straw_total_C87"
"Early","DFG2021",8,"Torrild","1","220","Split",2520.2375,"CHO","2021-07-27","Split_220_Early","Split 220","straw","87",0,278,2761.0002,"straw_CHO87"
"Early","DFG2021",8,"Torrild","1","220","Split",2520.2375,"total_C","2021-07-27","Split_220_Early","Split 220","straw","87",0,278,2761.0002,"straw_total_C87"
"Early","DFG2021",80,"Esket","2","176","Combined",2520.2375,"CHO","2021-07-27","Combined_176_Early","Combined 176","straw","87",2.74160515896666,278,2761.0002,"straw_CHO87"
"Early","DFG2021",80,"Esket","2","176","Combined",2520.2375,"total_C","2021-07-27","Combined_176_Early","Combined 176","straw","87",0.0149815013162658,278,2761.0002,"straw_total_C87"
"Early","DFG2021",81,"Capone","2","176","Combined",2520.2375,"CHO","2021-07-27","Combined_176_Early","Combined 176","straw","87",6.58444366582445,278,2761.0002,"straw_CHO87"
"Early","DFG2021",81,"Capone","2","176","Combined",2520.2375,"total_C","2021-07-27","Combined_176_Early","Combined 176","straw","87",0.0293336963845794,278,2761.0002,"straw_total_C87"
"Late","DFG2021",82,"Torrild","2","176","Combined",2347.37916666667,"CHO","2021-07-27","Combined_176_Late","Combined 176","straw","87",2.28452509180642,264,2701.3482,"straw_CHO87"
"Late","DFG2021",82,"Torrild","2","176","Combined",2347.37916666667,"total_C","2021-07-27","Combined_176_Late","Combined 176","straw","87",0.0215716280715239,264,2701.3482,"straw_total_C87"
"Late","DFG2021",83,"Patras","2","176","Split",2347.37916666667,"CHO","2021-07-27","Split_176_Late","Split 176","straw","87",7.0506318785885,264,2701.3482,"straw_CHO87"
"Late","DFG2021",83,"Patras","2","176","Split",2347.37916666667,"total_C","2021-07-27","Split_176_Late","Split 176","straw","87",0.0424412783809571,264,2701.3482,"straw_total_C87"
"Early","DFG2021",84,"Apertus","2","176","Split",2520.2375,"CHO","2021-07-27","Split_176_Early","Split 176","straw","87",0,278,2761.0002,"straw_CHO87"
"Early","DFG2021",84,"Apertus","2","176","Split",2520.2375,"total_C","2021-07-27","Split_176_Early","Split 176","straw","87",0,278,2761.0002,"straw_total_C87"
"Early","DFG2021",85,"Patras","2","176","Split",2520.2375,"CHO","2021-07-27","Split_176_Early","Split 176","straw","87",7.16770983267227,278,2761.0002,"straw_CHO87"
"Early","DFG2021",85,"Patras","2","176","Split",2520.2375,"total_C","2021-07-27","Split_176_Early","Split 176","straw","87",0.0377702467744153,278,2761.0002,"straw_total_C87"
"Late","DFG2021",86,"Pionier","2","176","Split",2347.37916666667,"CHO","2021-07-27","Split_176_Late","Split 176","straw","87",25.273449536402,264,2701.3482,"straw_CHO87"
"Late","DFG2021",86,"Pionier","2","176","Split",2347.37916666667,"total_C","2021-07-27","Split_176_Late","Split 176","straw","87",0.132154866965072,264,2701.3482,"straw_total_C87"
"Late","DFG2021",87,"Patras","2","176","Combined",2347.37916666667,"CHO","2021-07-27","Combined_176_Late","Combined 176","straw","87",0,264,2701.3482,"straw_CHO87"
"Late","DFG2021",87,"Patras","2","176","Combined",2347.37916666667,"total_C","2021-07-27","Combined_176_Late","Combined 176","straw","87",0,264,2701.3482,"straw_total_C87"
"Early","DFG2021",88,"Alves","2","176","Combined",2520.2375,"CHO","2021-07-27","Combined_176_Early","Combined 176","straw","87",4.88462552345961,278,2761.0002,"straw_CHO87"
"Early","DFG2021",88,"Alves","2","176","Combined",2520.2375,"total_C","2021-07-27","Combined_176_Early","Combined 176","straw","87",0.0331250878217159,278,2761.0002,"straw_total_C87"
"Early","DFG2021",89,"Apertus","2","176","Combined",2520.2375,"CHO","2021-07-27","Combined_176_Early","Combined 176","straw","87",3.79066598647897,278,2761.0002,"straw_CHO87"
"Early","DFG2021",89,"Apertus","2","176","Combined",2520.2375,"total_C","2021-07-27","Combined_176_Early","Combined 176","straw","87",0.0206856641847874,278,2761.0002,"straw_total_C87"
"Early","DFG2021",9,"Esket","1","220","Split",2520.2375,"CHO","2021-07-27","Split_220_Early","Split 220","straw","87",0,278,2761.0002,"straw_CHO87"
"Early","DFG2021",9,"Esket","1","220","Split",2520.2375,"total_C","2021-07-27","Split_220_Early","Split 220","straw","87",0,278,2761.0002,"straw_total_C87"
"Late","DFG2021",90,"Potenzial","2","176","Combined",2347.37916666667,"CHO","2021-07-27","Combined_176_Late","Combined 176","straw","87",0,264,2701.3482,"straw_CHO87"
"Late","DFG2021",90,"Potenzial","2","176","Combined",2347.37916666667,"total_C","2021-07-27","Combined_176_Late","Combined 176","straw","87",0,264,2701.3482,"straw_total_C87"
"Late","DFG2021",91,"Potenzial","2","176","Split",2347.37916666667,"CHO","2021-07-27","Split_176_Late","Split 176","straw","87",4.75258711053659,264,2701.3482,"straw_CHO87"
"Late","DFG2021",91,"Potenzial","2","176","Split",2347.37916666667,"total_C","2021-07-27","Split_176_Late","Split 176","straw","87",0.0271895507234321,264,2701.3482,"straw_total_C87"
"Early","DFG2021",92,"Alves","2","176","Split",2520.2375,"CHO","2021-07-27","Split_176_Early","Split 176","straw","87",0,278,2761.0002,"straw_CHO87"
"Early","DFG2021",92,"Alves","2","176","Split",2520.2375,"total_C","2021-07-27","Split_176_Early","Split 176","straw","87",0,278,2761.0002,"straw_total_C87"
"Early","DFG2021",93,"Pionier","2","176","Split",2520.2375,"CHO","2021-07-27","Split_176_Early","Split 176","straw","87",22.7300903542392,278,2761.0002,"straw_CHO87"
"Early","DFG2021",93,"Pionier","2","176","Split",2520.2375,"total_C","2021-07-27","Split_176_Early","Split 176","straw","87",0.152848491822839,278,2761.0002,"straw_total_C87"
"Late","DFG2021",94,"Esket","2","176","Split",2347.37916666667,"CHO","2021-07-27","Split_176_Late","Split 176","straw","87",7.7863587897167,264,2701.3482,"straw_CHO87"
"Late","DFG2021",94,"Esket","2","176","Split",2347.37916666667,"total_C","2021-07-27","Split_176_Late","Split 176","straw","87",0.0387059893501518,264,2701.3482,"straw_total_C87"
"Late","DFG2021",95,"Esket","2","176","Combined",2347.37916666667,"CHO","2021-07-27","Combined_176_Late","Combined 176","straw","87",0,264,2701.3482,"straw_CHO87"
"Late","DFG2021",95,"Esket","2","176","Combined",2347.37916666667,"total_C","2021-07-27","Combined_176_Late","Combined 176","straw","87",0,264,2701.3482,"straw_total_C87"
"Early","DFG2021",96,"Potenzial","2","176","Combined",2520.2375,"CHO","2021-07-27","Combined_176_Early","Combined 176","straw","87",8.27275452597541,278,2761.0002,"straw_CHO87"
"Early","DFG2021",96,"Potenzial","2","176","Combined",2520.2375,"total_C","2021-07-27","Combined_176_Early","Combined 176","straw","87",0.0406647246691085,278,2761.0002,"straw_total_C87"
"Late","DFG2021",97,"Pionier","2","220","Combined",2347.37916666667,"CHO","2021-07-27","Combined_220_Late","Combined 220","straw","87",50.5991242889033,264,2701.3482,"straw_CHO87"
"Late","DFG2021",97,"Pionier","2","220","Combined",2347.37916666667,"total_C","2021-07-27","Combined_220_Late","Combined 220","straw","87",0.429510664378802,264,2701.3482,"straw_total_C87"
"Early","DFG2021",98,"Capone","2","220","Combined",2520.2375,"CHO","2021-07-27","Combined_220_Early","Combined 220","straw","87",3.87645698712643,278,2761.0002,"straw_CHO87"
"Early","DFG2021",98,"Capone","2","220","Combined",2520.2375,"total_C","2021-07-27","Combined_220_Early","Combined 220","straw","87",0.0189733186286237,278,2761.0002,"straw_total_C87"
"Early","DFG2021",99,"Capone","2","220","Split",2520.2375,"CHO","2021-07-27","Split_220_Early","Split 220","straw","87",5.59511976876699,278,2761.0002,"straw_CHO87"
"Early","DFG2021",99,"Capone","2","220","Split",2520.2375,"total_C","2021-07-27","Split_220_Early","Split 220","straw","87",0.0368858268911672,278,2761.0002,"straw_total_C87"
"Early","DFG2021",1,"Apertus","1","220","Split",1697.2125,"total_C","2021-06-15","Split_220_Early","Split 220","all","61",2.37274837260109,236,2001.906,"all_total_C61"
"Early","DFG2021",1,"Apertus","1","220","Split",1697.2125,"total_N","2021-06-15","Split_220_Early","Split 220","all","61",0.107364165881204,236,2001.906,"all_total_N61"
"Early","DFG2021",1,"Apertus","1","220","Split",2520.2375,"total_N","2021-07-27","Split_220_Early","Split 220","all","87",0.25346358498974,278,2761.0002,"all_total_N87"
"Late","DFG2021",2,"Patras","1","220","Split",1524.35416666667,"total_C","2021-06-15","Split_220_Late","Split 220","all","61",2.94201547296988,222,1942.254,"all_total_C61"
"Late","DFG2021",2,"Patras","1","220","Split",1524.35416666667,"total_N","2021-06-15","Split_220_Late","Split 220","all","61",0.183523975115801,222,1942.254,"all_total_N61"
"Late","DFG2021",2,"Patras","1","220","Split",2347.37916666667,"total_N","2021-07-27","Split_220_Late","Split 220","all","87",0.248601679325319,264,2701.3482,"all_total_N87"
"Early","DFG2021",3,"Torrild","1","220","Combined",1697.2125,"total_C","2021-06-15","Combined_220_Early","Combined 220","all","61",2.74307482877311,236,2001.906,"all_total_C61"
"Early","DFG2021",3,"Torrild","1","220","Combined",1697.2125,"total_N","2021-06-15","Combined_220_Early","Combined 220","all","61",0.161835385284314,236,2001.906,"all_total_N61"
"Early","DFG2021",3,"Torrild","1","220","Combined",2520.2375,"total_N","2021-07-27","Combined_220_Early","Combined 220","all","87",0.239535769208502,278,2761.0002,"all_total_N87"
"Late","DFG2021",4,"Patras","1","220","Combined",1524.35416666667,"total_C","2021-06-15","Combined_220_Late","Combined 220","all","61",2.39664824037773,222,1942.254,"all_total_C61"
"Late","DFG2021",4,"Patras","1","220","Combined",1524.35416666667,"total_N","2021-06-15","Combined_220_Late","Combined 220","all","61",0.144208115606744,222,1942.254,"all_total_N61"
"Late","DFG2021",4,"Patras","1","220","Combined",2347.37916666667,"total_N","2021-07-27","Combined_220_Late","Combined 220","all","87",0.209475449871248,264,2701.3482,"all_total_N87"
"Late","DFG2021",5,"Apertus","1","220","Combined",1524.35416666667,"total_C","2021-06-15","Combined_220_Late","Combined 220","all","61",0.677992789127611,222,1942.254,"all_total_C61"
"Late","DFG2021",5,"Apertus","1","220","Combined",1524.35416666667,"total_N","2021-06-15","Combined_220_Late","Combined 220","all","61",0.175942420141151,222,1942.254,"all_total_N61"
"Late","DFG2021",5,"Apertus","1","220","Combined",2347.37916666667,"total_N","2021-07-27","Combined_220_Late","Combined 220","all","87",0.145157019347605,264,2701.3482,"all_total_N87"
"Early","DFG2021",6,"Apertus","1","220","Combined",1697.2125,"total_C","2021-06-15","Combined_220_Early","Combined 220","all","61",1.72244597908374,236,2001.906,"all_total_C61"
"Early","DFG2021",6,"Apertus","1","220","Combined",1697.2125,"total_N","2021-06-15","Combined_220_Early","Combined 220","all","61",0.143161660900398,236,2001.906,"all_total_N61"
"Early","DFG2021",6,"Apertus","1","220","Combined",2520.2375,"total_N","2021-07-27","Combined_220_Early","Combined 220","all","87",0.204066456827479,278,2761.0002,"all_total_N87"
"Late","DFG2021",7,"Alves","1","220","Split",1524.35416666667,"total_C","2021-06-15","Split_220_Late","Split 220","all","61",1.73118304553441,222,1942.254,"all_total_C61"
"Late","DFG2021",7,"Alves","1","220","Split",1524.35416666667,"total_N","2021-06-15","Split_220_Late","Split 220","all","61",0.166627125501996,222,1942.254,"all_total_N61"
"Late","DFG2021",7,"Alves","1","220","Split",2347.37916666667,"total_N","2021-07-27","Split_220_Late","Split 220","all","87",0.244438315453485,264,2701.3482,"all_total_N87"
"Early","DFG2021",8,"Torrild","1","220","Split",1697.2125,"total_C","2021-06-15","Split_220_Early","Split 220","all","61",3.68800839057638,236,2001.906,"all_total_C61"
"Early","DFG2021",8,"Torrild","1","220","Split",1697.2125,"total_N","2021-06-15","Split_220_Early","Split 220","all","61",0.139618021470964,236,2001.906,"all_total_N61"
"Early","DFG2021",8,"Torrild","1","220","Split",2520.2375,"total_N","2021-07-27","Split_220_Early","Split 220","all","87",0.21798365952037,278,2761.0002,"all_total_N87"
"Early","DFG2021",9,"Esket","1","220","Split",1697.2125,"total_C","2021-06-15","Split_220_Early","Split 220","all","61",2.86840589617194,236,2001.906,"all_total_C61"
"Early","DFG2021",9,"Esket","1","220","Split",1697.2125,"total_N","2021-06-15","Split_220_Early","Split 220","all","61",0.117669559947446,236,2001.906,"all_total_N61"
"Early","DFG2021",9,"Esket","1","220","Split",2520.2375,"total_N","2021-07-27","Split_220_Early","Split 220","all","87",0.192025575727629,278,2761.0002,"all_total_N87"
"Late","DFG2021",10,"Torrild","1","220","Split",1524.35416666667,"total_C","2021-06-15","Split_220_Late","Split 220","all","61",2.32994615970332,222,1942.254,"all_total_C61"
"Late","DFG2021",10,"Torrild","1","220","Split",1524.35416666667,"total_N","2021-06-15","Split_220_Late","Split 220","all","61",0.287042321666946,222,1942.254,"all_total_N61"
"Late","DFG2021",10,"Torrild","1","220","Split",2347.37916666667,"total_N","2021-07-27","Split_220_Late","Split 220","all","87",0.228549523874343,264,2701.3482,"all_total_N87"
"Early","DFG2021",11,"Capone","1","220","Combined",1697.2125,"total_C","2021-06-15","Combined_220_Early","Combined 220","all","61",3.51485074563792,236,2001.906,"all_total_C61"
"Early","DFG2021",11,"Capone","1","220","Combined",1697.2125,"total_N","2021-06-15","Combined_220_Early","Combined 220","all","61",0.213432711101797,236,2001.906,"all_total_N61"
"Early","DFG2021",11,"Capone","1","220","Combined",2520.2375,"total_N","2021-07-27","Combined_220_Early","Combined 220","all","87",0.275290536155541,278,2761.0002,"all_total_N87"
"Late","DFG2021",12,"Esket","1","220","Combined",1524.35416666667,"total_C","2021-06-15","Combined_220_Late","Combined 220","all","61",1.7862807944482,222,1942.254,"all_total_C61"
"Late","DFG2021",12,"Esket","1","220","Combined",1524.35416666667,"total_N","2021-06-15","Combined_220_Late","Combined 220","all","61",0.216151833529572,222,1942.254,"all_total_N61"
"Late","DFG2021",12,"Esket","1","220","Combined",2347.37916666667,"total_N","2021-07-27","Combined_220_Late","Combined 220","all","87",0.0923046964845307,264,2701.3482,"all_total_N87"
"Late","DFG2021",13,"Capone","1","220","Combined",1524.35416666667,"total_C","2021-06-15","Combined_220_Late","Combined 220","all","61",1.40061610250959,222,1942.254,"all_total_C61"
"Late","DFG2021",13,"Capone","1","220","Combined",1524.35416666667,"total_N","2021-06-15","Combined_220_Late","Combined 220","all","61",0.127718683464842,222,1942.254,"all_total_N61"
"Late","DFG2021",13,"Capone","1","220","Combined",2347.37916666667,"total_N","2021-07-27","Combined_220_Late","Combined 220","all","87",0.228651279134124,264,2701.3482,"all_total_N87"
"Early","DFG2021",14,"Pionier","1","220","Combined",1697.2125,"total_C","2021-06-15","Combined_220_Early","Combined 220","all","61",1.79334043140049,236,2001.906,"all_total_C61"
"Early","DFG2021",14,"Pionier","1","220","Combined",1697.2125,"total_N","2021-06-15","Combined_220_Early","Combined 220","all","61",0.0815567864855519,236,2001.906,"all_total_N61"
"Early","DFG2021",14,"Pionier","1","220","Combined",2520.2375,"total_N","2021-07-27","Combined_220_Early","Combined 220","all","87",0.245628098327422,278,2761.0002,"all_total_N87"
"Late","DFG2021",15,"Capone","1","220","Split",1524.35416666667,"total_C","2021-06-15","Split_220_Late","Split 220","all","61",1.64107394154828,222,1942.254,"all_total_C61"
"Late","DFG2021",15,"Capone","1","220","Split",1524.35416666667,"total_N","2021-06-15","Split_220_Late","Split 220","all","61",0.121296218512554,222,1942.254,"all_total_N61"
"Late","DFG2021",15,"Capone","1","220","Split",2347.37916666667,"total_N","2021-07-27","Split_220_Late","Split 220","all","87",0.266600887448379,264,2701.3482,"all_total_N87"
"Early","DFG2021",16,"Pionier","1","220","Split",1697.2125,"total_C","2021-06-15","Split_220_Early","Split 220","all","61",1.4319333722192,236,2001.906,"all_total_C61"
"Early","DFG2021",16,"Pionier","1","220","Split",1697.2125,"total_N","2021-06-15","Split_220_Early","Split 220","all","61",0.197191255959326,236,2001.906,"all_total_N61"
"Early","DFG2021",16,"Pionier","1","220","Split",2520.2375,"total_N","2021-07-27","Split_220_Early","Split 220","all","87",0.180168258178436,278,2761.0002,"all_total_N87"
"Early","DFG2021",17,"Patras","1","220","Split",1697.2125,"total_C","2021-06-15","Split_220_Early","Split 220","all","61",2.74464302560111,236,2001.906,"all_total_C61"
"Early","DFG2021",17,"Patras","1","220","Split",1697.2125,"total_N","2021-06-15","Split_220_Early","Split 220","all","61",0.160943324780569,236,2001.906,"all_total_N61"
"Early","DFG2021",17,"Patras","1","220","Split",2520.2375,"total_N","2021-07-27","Split_220_Early","Split 220","all","87",0.214828689629648,278,2761.0002,"all_total_N87"
"Late","DFG2021",18,"Pionier","1","220","Split",1524.35416666667,"total_C","2021-06-15","Split_220_Late","Split 220","all","61",1.95337508952814,222,1942.254,"all_total_C61"
"Late","DFG2021",18,"Pionier","1","220","Split",1524.35416666667,"total_N","2021-06-15","Split_220_Late","Split 220","all","61",0.166379027696758,222,1942.254,"all_total_N61"
"Late","DFG2021",18,"Pionier","1","220","Split",2347.37916666667,"total_N","2021-07-27","Split_220_Late","Split 220","all","87",0.214266529415477,264,2701.3482,"all_total_N87"
