"timeid","DFG_year","plot_id","var","rep","nitrogen","appl","TT","trait","group","g","trt","part","BBCH","Trait","Das","Acc_Radiation","namCombine"
"Late","DFG2021",133,"Alves","3","176","Split",2075.9625,"LAI","2021-07-13","Split_176_Late","Split 176",NA,NA,3.93,250,2448.64728,"LAI"
"Late","DFG2021",170,"Potenzial","3","220","Split",2075.9625,"LAI","2021-07-13","Split_220_Late","Split 220",NA,NA,4.22,250,2448.64728,"LAI"
"Late","DFG2021",132,"Potenzial","3","176","Split",2075.9625,"LAI","2021-07-13","Split_176_Late","Split 176",NA,NA,3.7,250,2448.64728,"LAI"
"Late","DFG2021",137,"Alves","3","176","Combined",2075.9625,"LAI","2021-07-13","Combined_176_Late","Combined 176",NA,NA,3.67,250,2448.64728,"LAI"
"Late","DFG2021",187,"Apertus","3","220","Combined",2075.9625,"LAI","2021-07-13","Combined_220_Late","Combined 220",NA,NA,3.53,250,2448.64728,"LAI"
"Late","DFG2021",153,"Potenzial","3","176","Combined",2075.9625,"LAI","2021-07-13","Combined_176_Late","Combined 176",NA,NA,3.22,250,2448.64728,"LAI"
"Late","DFG2021",179,"Patras","3","220","Combined",2075.9625,"LAI","2021-07-13","Combined_220_Late","Combined 220",NA,NA,3.61,250,2448.64728,"LAI"
"Late","DFG2021",152,"Torrild","3","176","Combined",2075.9625,"LAI","2021-07-13","Combined_176_Late","Combined 176",NA,NA,3.38,250,2448.64728,"LAI"
"Late","DFG2021",144,"Esket","3","176","Combined",2075.9625,"LAI","2021-07-13","Combined_176_Late","Combined 176",NA,NA,3.66,250,2448.64728,"LAI"
"Late","DFG2021",149,"Pionier","3","176","Split",2075.9625,"LAI","2021-07-13","Split_176_Late","Split 176",NA,NA,4.41,250,2448.64728,"LAI"
"Late","DFG2021",171,"Alves","3","220","Combined",2075.9625,"LAI","2021-07-13","Combined_220_Late","Combined 220",NA,NA,4.01,250,2448.64728,"LAI"
"Late","DFG2021",157,"Apertus","3","176","Split",2075.9625,"LAI","2021-07-13","Split_176_Late","Split 176",NA,NA,3.2,250,2448.64728,"LAI"
"Late","DFG2021",166,"Esket","3","220","Combined",2075.9625,"LAI","2021-07-13","Combined_220_Late","Combined 220",NA,NA,4.13,250,2448.64728,"LAI"
"Late","DFG2021",136,"Patras","3","176","Combined",2075.9625,"LAI","2021-07-13","Combined_176_Late","Combined 176",NA,NA,3.37,250,2448.64728,"LAI"
"Late","DFG2021",148,"Torrild","3","176","Split",2075.9625,"LAI","2021-07-13","Split_176_Late","Split 176",NA,NA,3.72,250,2448.64728,"LAI"
"Late","DFG2021",190,"Pionier","3","220","Combined",2075.9625,"LAI","2021-07-13","Combined_220_Late","Combined 220",NA,NA,4.2,250,2448.64728,"LAI"
"Late","DFG2021",175,"Capone","3","220","Split",2075.9625,"LAI","2021-07-13","Split_220_Late","Split 220",NA,NA,4.52,250,2448.64728,"LAI"
"Late","DFG2021",183,"Patras","3","220","Split",2075.9625,"LAI","2021-07-13","Split_220_Late","Split 220",NA,NA,3.9,250,2448.64728,"LAI"
"Late","DFG2021",156,"Esket","3","176","Split",2075.9625,"LAI","2021-07-13","Split_176_Late","Split 176",NA,NA,3.53,250,2448.64728,"LAI"
"Late","DFG2021",186,"Torrild","3","220","Split",2075.9625,"LAI","2021-07-13","Split_220_Late","Split 220",NA,NA,3.9,250,2448.64728,"LAI"
"Late","DFG2021",129,"Pionier","3","176","Combined",2075.9625,"LAI","2021-07-13","Combined_176_Late","Combined 176",NA,NA,4.07,250,2448.64728,"LAI"
"Late","DFG2021",145,"Apertus","3","176","Combined",2075.9625,"LAI","2021-07-13","Combined_176_Late","Combined 176",NA,NA,3.66,250,2448.64728,"LAI"
"Late","DFG2021",141,"Patras","3","176","Split",2075.9625,"LAI","2021-07-13","Split_176_Late","Split 176",NA,NA,3.49,250,2448.64728,"LAI"
"Late","DFG2021",160,"Capone","3","176","Combined",2075.9625,"LAI","2021-07-13","Combined_176_Late","Combined 176",NA,NA,3.41,250,2448.64728,"LAI"
"Late","DFG2021",191,"Alves","3","220","Split",2075.9625,"LAI","2021-07-13","Split_220_Late","Split 220",NA,NA,4.16,250,2448.64728,"LAI"
"Late","DFG2021",163,"Capone","3","220","Combined",2075.9625,"LAI","2021-07-13","Combined_220_Late","Combined 220",NA,NA,4.09,250,2448.64728,"LAI"
"Late","DFG2021",167,"Pionier","3","220","Split",2075.9625,"LAI","2021-07-13","Split_220_Late","Split 220",NA,NA,4.79,250,2448.64728,"LAI"
"Late","DFG2021",174,"Potenzial","3","220","Combined",2075.9625,"LAI","2021-07-13","Combined_220_Late","Combined 220",NA,NA,3.49,250,2448.64728,"LAI"
"Late","DFG2021",162,"Apertus","3","220","Split",2075.9625,"LAI","2021-07-13","Split_220_Late","Split 220",NA,NA,4.64,250,2448.64728,"LAI"
"Late","DFG2021",140,"Capone","3","176","Split",2075.9625,"LAI","2021-07-13","Split_176_Late","Split 176",NA,NA,3.8,250,2448.64728,"LAI"
"Late","DFG2021",178,"Esket","3","220","Split",2075.9625,"LAI","2021-07-13","Split_220_Late","Split 220",NA,NA,4.61,250,2448.64728,"LAI"
"Late","DFG2021",182,"Torrild","3","220","Combined",2075.9625,"LAI","2021-07-13","Combined_220_Late","Combined 220",NA,NA,3.66,250,2448.64728,"LAI"
"Early","DFG2019",1,"Pionier","1","220","Combined",1176.8125,"LI","2019-04-30","Combined_220_Early","Combined 220",NA,NA,0.933083772487734,187,1161.03312,"LI"
"Early","DFG2019",2,"Capone","1","220","Combined",1176.8125,"LI","2019-04-30","Combined_220_Early","Combined 220",NA,NA,0.845011843772379,187,1161.03312,"LI"
"Early","DFG2019",3,"Apertus","1","220","Combined",1176.8125,"LI","2019-04-30","Combined_220_Early","Combined 220",NA,NA,0.906269329744788,187,1161.03312,"LI"
"Early","DFG2019",4,"Patras","1","220","Combined",1176.8125,"LI","2019-04-30","Combined_220_Early","Combined 220",NA,NA,0.839244785810936,187,1161.03312,"LI"
"Early","DFG2019",5,"Apertus","1","176","Split",1176.8125,"LI","2019-04-30","Split_176_Early","Split 176",NA,NA,0.898261871230142,187,1161.03312,"LI"
"Early","DFG2019",6,"Pionier","1","176","Split",1176.8125,"LI","2019-04-30","Split_176_Early","Split 176",NA,NA,0.921075190091595,187,1161.03312,"LI"
"Early","DFG2019",7,"Capone","1","176","Split",1176.8125,"LI","2019-04-30","Split_176_Early","Split 176",NA,NA,0.828620129498707,187,1161.03312,"LI"
"Early","DFG2019",8,"Patras","1","176","Split",1176.8125,"LI","2019-04-30","Split_176_Early","Split 176",NA,NA,0.889136636465299,187,1161.03312,"LI"
"Late","DFG2019",9,"Pionier","1","176","Split",1062.61666666667,"LI","2019-04-30","Split_176_Late","Split 176",NA,NA,0.917364645381169,173,1104.16068,"LI"
"Late","DFG2019",10,"Apertus","1","176","Split",1062.61666666667,"LI","2019-04-30","Split_176_Late","Split 176",NA,NA,0.847602596075381,173,1104.16068,"LI"
"Late","DFG2019",11,"Capone","1","176","Split",1062.61666666667,"LI","2019-04-30","Split_176_Late","Split 176",NA,NA,0.871021408228227,173,1104.16068,"LI"
"Late","DFG2019",12,"Patras","1","176","Split",1062.61666666667,"LI","2019-04-30","Split_176_Late","Split 176",NA,NA,0.806576959339779,173,1104.16068,"LI"
"Late","DFG2019",13,"Capone","1","220","Combined",1062.61666666667,"LI","2019-04-30","Combined_220_Late","Combined 220",NA,NA,0.843501347187869,173,1104.16068,"LI"
"Late","DFG2019",14,"Pionier","1","220","Combined",1062.61666666667,"LI","2019-04-30","Combined_220_Late","Combined 220",NA,NA,0.891071133460821,173,1104.16068,"LI"
"Late","DFG2019",15,"Apertus","1","220","Combined",1062.61666666667,"LI","2019-04-30","Combined_220_Late","Combined 220",NA,NA,0.786097349618221,173,1104.16068,"LI"
"Late","DFG2019",16,"Patras","1","220","Combined",1062.61666666667,"LI","2019-04-30","Combined_220_Late","Combined 220",NA,NA,0.852152515491898,173,1104.16068,"LI"
"Late","DFG2019",17,"Apertus","1","220","Split",1062.61666666667,"LI","2019-04-30","Split_220_Late","Split 220",NA,NA,0.873599189025686,173,1104.16068,"LI"
"Late","DFG2019",18,"Patras","1","220","Split",1062.61666666667,"LI","2019-04-30","Split_220_Late","Split 220",NA,NA,0.874221317506254,173,1104.16068,"LI"
"Late","DFG2019",19,"Capone","1","220","Split",1062.61666666667,"LI","2019-04-30","Split_220_Late","Split 220",NA,NA,0.888408422820805,173,1104.16068,"LI"
"Late","DFG2019",20,"Pionier","1","220","Split",1062.61666666667,"LI","2019-04-30","Split_220_Late","Split 220",NA,NA,0.907063011178435,173,1104.16068,"LI"
"Late","DFG2019",21,"Capone","1","176","Combined",1062.61666666667,"LI","2019-04-30","Combined_176_Late","Combined 176",NA,NA,0.74402268865328,173,1104.16068,"LI"
"Late","DFG2019",22,"Patras","1","176","Combined",1062.61666666667,"LI","2019-04-30","Combined_176_Late","Combined 176",NA,NA,0.754126478870992,173,1104.16068,"LI"
"Late","DFG2019",23,"Pionier","1","176","Combined",1062.61666666667,"LI","2019-04-30","Combined_176_Late","Combined 176",NA,NA,0.761405390601821,173,1104.16068,"LI"
"Late","DFG2019",24,"Apertus","1","176","Combined",1062.61666666667,"LI","2019-04-30","Combined_176_Late","Combined 176",NA,NA,0.837939612479175,173,1104.16068,"LI"
"Early","DFG2019",25,"Capone","1","176","Combined",1176.8125,"LI","2019-04-30","Combined_176_Early","Combined 176",NA,NA,0.825375995618139,187,1161.03312,"LI"
"Early","DFG2019",26,"Patras","1","176","Combined",1176.8125,"LI","2019-04-30","Combined_176_Early","Combined 176",NA,NA,0.777631969326974,187,1161.03312,"LI"
"Early","DFG2019",27,"Apertus","1","176","Combined",1176.8125,"LI","2019-04-30","Combined_176_Early","Combined 176",NA,NA,0.821677875371961,187,1161.03312,"LI"
"Early","DFG2019",28,"Pionier","1","176","Combined",1176.8125,"LI","2019-04-30","Combined_176_Early","Combined 176",NA,NA,0.768498352599542,187,1161.03312,"LI"
"Early","DFG2019",29,"Apertus","1","220","Split",1176.8125,"LI","2019-04-30","Split_220_Early","Split 220",NA,NA,0.892138700581919,187,1161.03312,"LI"
"Early","DFG2019",30,"Patras","1","220","Split",1176.8125,"LI","2019-04-30","Split_220_Early","Split 220",NA,NA,0.884316995620613,187,1161.03312,"LI"
"Early","DFG2019",31,"Pionier","1","220","Split",1176.8125,"LI","2019-04-30","Split_220_Early","Split 220",NA,NA,0.88883111786923,187,1161.03312,"LI"
"Early","DFG2019",32,"Capone","1","220","Split",1176.8125,"LI","2019-04-30","Split_220_Early","Split 220",NA,NA,0.902631987704583,187,1161.03312,"LI"
"Late","DFG2019",33,"Apertus","2","220","Split",1062.61666666667,"LI","2019-04-30","Split_220_Late","Split 220",NA,NA,0.853451729048242,173,1104.16068,"LI"
"Late","DFG2019",34,"Pionier","2","220","Split",1062.61666666667,"LI","2019-04-30","Split_220_Late","Split 220",NA,NA,0.831849709045827,173,1104.16068,"LI"
"Late","DFG2019",35,"Patras","2","220","Split",1062.61666666667,"LI","2019-04-30","Split_220_Late","Split 220",NA,NA,0.835496708593155,173,1104.16068,"LI"
"Late","DFG2019",36,"Capone","2","220","Split",1062.61666666667,"LI","2019-04-30","Split_220_Late","Split 220",NA,NA,0.809428435810459,173,1104.16068,"LI"
"Early","DFG2019",37,"Pionier","2","176","Split",1176.8125,"LI","2019-04-30","Split_176_Early","Split 176",NA,NA,0.89293390070922,187,1161.03312,"LI"
"Early","DFG2019",38,"Capone","2","176","Split",1176.8125,"LI","2019-04-30","Split_176_Early","Split 176",NA,NA,0.869101006156844,187,1161.03312,"LI"
"Early","DFG2019",39,"Patras","2","176","Split",1176.8125,"LI","2019-04-30","Split_176_Early","Split 176",NA,NA,0.896385044492057,187,1161.03312,"LI"
"Early","DFG2019",40,"Apertus","2","176","Split",1176.8125,"LI","2019-04-30","Split_176_Early","Split 176",NA,NA,0.909877257683215,187,1161.03312,"LI"
"Late","DFG2019",41,"Patras","2","176","Split",1062.61666666667,"LI","2019-04-30","Split_176_Late","Split 176",NA,NA,0.832917734793754,173,1104.16068,"LI"
"Late","DFG2019",42,"Pionier","2","176","Split",1062.61666666667,"LI","2019-04-30","Split_176_Late","Split 176",NA,NA,0.789812187542224,173,1104.16068,"LI"
"Late","DFG2019",43,"Apertus","2","176","Split",1062.61666666667,"LI","2019-04-30","Split_176_Late","Split 176",NA,NA,0.843266716363163,173,1104.16068,"LI"
"Late","DFG2019",44,"Capone","2","176","Split",1062.61666666667,"LI","2019-04-30","Split_176_Late","Split 176",NA,NA,0.744325295508274,173,1104.16068,"LI"
"Early","DFG2019",45,"Pionier","2","220","Split",1176.8125,"LI","2019-04-30","Split_220_Early","Split 220",NA,NA,0.8481135972193,187,1161.03312,"LI"
"Early","DFG2019",46,"Apertus","2","220","Split",1176.8125,"LI","2019-04-30","Split_220_Early","Split 220",NA,NA,0.90474680423919,187,1161.03312,"LI"
"Early","DFG2019",47,"Capone","2","220","Split",1176.8125,"LI","2019-04-30","Split_220_Early","Split 220",NA,NA,0.864456368388186,187,1161.03312,"LI"
"Early","DFG2019",48,"Patras","2","220","Split",1176.8125,"LI","2019-04-30","Split_220_Early","Split 220",NA,NA,0.877055234611065,187,1161.03312,"LI"
"Early","DFG2019",49,"Pionier","2","220","Combined",1176.8125,"LI","2019-04-30","Combined_220_Early","Combined 220",NA,NA,0.865801666782308,187,1161.03312,"LI"
"Early","DFG2019",50,"Apertus","2","220","Combined",1176.8125,"LI","2019-04-30","Combined_220_Early","Combined 220",NA,NA,0.809780974628212,187,1161.03312,"LI"
"Early","DFG2019",51,"Capone","2","220","Combined",1176.8125,"LI","2019-04-30","Combined_220_Early","Combined 220",NA,NA,0.829062526789959,187,1161.03312,"LI"
"Early","DFG2019",52,"Patras","2","220","Combined",1176.8125,"LI","2019-04-30","Combined_220_Early","Combined 220",NA,NA,0.755359940146361,187,1161.03312,"LI"
"Early","DFG2019",53,"Apertus","2","176","Combined",1176.8125,"LI","2019-04-30","Combined_176_Early","Combined 176",NA,NA,0.841569834729874,187,1161.03312,"LI"
"Early","DFG2019",54,"Patras","2","176","Combined",1176.8125,"LI","2019-04-30","Combined_176_Early","Combined 176",NA,NA,0.774173263583476,187,1161.03312,"LI"
"Early","DFG2019",55,"Capone","2","176","Combined",1176.8125,"LI","2019-04-30","Combined_176_Early","Combined 176",NA,NA,0.867431834071312,187,1161.03312,"LI"
"Early","DFG2019",56,"Pionier","2","176","Combined",1176.8125,"LI","2019-04-30","Combined_176_Early","Combined 176",NA,NA,0.786378466557912,187,1161.03312,"LI"
"Late","DFG2019",57,"Capone","2","176","Combined",1062.61666666667,"LI","2019-04-30","Combined_176_Late","Combined 176",NA,NA,0.769071894663249,173,1104.16068,"LI"
"Late","DFG2019",58,"Apertus","2","176","Combined",1062.61666666667,"LI","2019-04-30","Combined_176_Late","Combined 176",NA,NA,0.777530490173231,173,1104.16068,"LI"
"Late","DFG2019",59,"Pionier","2","176","Combined",1062.61666666667,"LI","2019-04-30","Combined_176_Late","Combined 176",NA,NA,0.792289708809777,173,1104.16068,"LI"
"Late","DFG2019",60,"Patras","2","176","Combined",1062.61666666667,"LI","2019-04-30","Combined_176_Late","Combined 176",NA,NA,0.783092603737481,173,1104.16068,"LI"
"Late","DFG2019",61,"Apertus","2","220","Combined",1062.61666666667,"LI","2019-04-30","Combined_220_Late","Combined 220",NA,NA,0.809656854722437,173,1104.16068,"LI"
"Late","DFG2019",62,"Pionier","2","220","Combined",1062.61666666667,"LI","2019-04-30","Combined_220_Late","Combined 220",NA,NA,0.791654002322446,173,1104.16068,"LI"
"Late","DFG2019",63,"Patras","2","220","Combined",1062.61666666667,"LI","2019-04-30","Combined_220_Late","Combined 220",NA,NA,0.731711265814002,173,1104.16068,"LI"
"Late","DFG2019",64,"Capone","2","220","Combined",1062.61666666667,"LI","2019-04-30","Combined_220_Late","Combined 220",NA,NA,0.680643892962046,173,1104.16068,"LI"
"Early","DFG2019",65,"Pionier","3","176","Combined",1176.8125,"LI","2019-04-30","Combined_176_Early","Combined 176",NA,NA,0.752493494018965,187,1161.03312,"LI"
"Early","DFG2019",66,"Apertus","3","176","Combined",1176.8125,"LI","2019-04-30","Combined_176_Early","Combined 176",NA,NA,0.697951750984772,187,1161.03312,"LI"
"Early","DFG2019",67,"Capone","3","176","Combined",1176.8125,"LI","2019-04-30","Combined_176_Early","Combined 176",NA,NA,0.783115673459525,187,1161.03312,"LI"
"Early","DFG2019",68,"Patras","3","176","Combined",1176.8125,"LI","2019-04-30","Combined_176_Early","Combined 176",NA,NA,0.820977807945397,187,1161.03312,"LI"
"Late","DFG2019",69,"Capone","3","220","Combined",1062.61666666667,"LI","2019-04-30","Combined_220_Late","Combined 220",NA,NA,0.785534626769991,173,1104.16068,"LI"
"Late","DFG2019",70,"Apertus","3","220","Combined",1062.61666666667,"LI","2019-04-30","Combined_220_Late","Combined 220",NA,NA,0.841990846681922,173,1104.16068,"LI"
"Late","DFG2019",71,"Pionier","3","220","Combined",1062.61666666667,"LI","2019-04-30","Combined_220_Late","Combined 220",NA,NA,0.767158657513349,173,1104.16068,"LI"
"Late","DFG2019",72,"Patras","3","220","Combined",1062.61666666667,"LI","2019-04-30","Combined_220_Late","Combined 220",NA,NA,0.733302200429189,173,1104.16068,"LI"
"Early","DFG2019",73,"Capone","3","220","Combined",1176.8125,"LI","2019-04-30","Combined_220_Early","Combined 220",NA,NA,0.759479783996946,187,1161.03312,"LI"
"Early","DFG2019",74,"Patras","3","220","Combined",1176.8125,"LI","2019-04-30","Combined_220_Early","Combined 220",NA,NA,0.665411899313501,187,1161.03312,"LI"
"Early","DFG2019",75,"Pionier","3","220","Combined",1176.8125,"LI","2019-04-30","Combined_220_Early","Combined 220",NA,NA,0.808546910755149,187,1161.03312,"LI"
"Early","DFG2019",76,"Apertus","3","220","Combined",1176.8125,"LI","2019-04-30","Combined_220_Early","Combined 220",NA,NA,0.793370665761638,187,1161.03312,"LI"
"Late","DFG2019",77,"Pionier","3","176","Combined",1062.61666666667,"LI","2019-04-30","Combined_176_Late","Combined 176",NA,NA,0.812978738220138,173,1104.16068,"LI"
"Late","DFG2019",78,"Apertus","3","176","Combined",1062.61666666667,"LI","2019-04-30","Combined_176_Late","Combined 176",NA,NA,0.614097033044549,173,1104.16068,"LI"
"Late","DFG2019",79,"Capone","3","176","Combined",1062.61666666667,"LI","2019-04-30","Combined_176_Late","Combined 176",NA,NA,0.591256843250501,173,1104.16068,"LI"
"Late","DFG2019",80,"Patras","3","176","Combined",1062.61666666667,"LI","2019-04-30","Combined_176_Late","Combined 176",NA,NA,0.644507239416379,173,1104.16068,"LI"
"Early","DFG2019",81,"Apertus","3","176","Split",1176.8125,"LI","2019-04-30","Split_176_Early","Split 176",NA,NA,0.785900299771988,187,1161.03312,"LI"
"Early","DFG2019",82,"Pionier","3","176","Split",1176.8125,"LI","2019-04-30","Split_176_Early","Split 176",NA,NA,0.843157906920219,187,1161.03312,"LI"
"Early","DFG2019",83,"Patras","3","176","Split",1176.8125,"LI","2019-04-30","Split_176_Early","Split 176",NA,NA,0.718954551784968,187,1161.03312,"LI"
"Early","DFG2019",84,"Capone","3","176","Split",1176.8125,"LI","2019-04-30","Split_176_Early","Split 176",NA,NA,0.812814323073828,187,1161.03312,"LI"
"Late","DFG2019",85,"Pionier","3","220","Split",1062.61666666667,"LI","2019-04-30","Split_220_Late","Split 220",NA,NA,0.860416433699372,173,1104.16068,"LI"
"Late","DFG2019",86,"Patras","3","220","Split",1062.61666666667,"LI","2019-04-30","Split_220_Late","Split 220",NA,NA,0.734130267856477,173,1104.16068,"LI"
"Late","DFG2019",87,"Capone","3","220","Split",1062.61666666667,"LI","2019-04-30","Split_220_Late","Split 220",NA,NA,0.656285325653884,173,1104.16068,"LI"
"Late","DFG2019",88,"Apertus","3","220","Split",1062.61666666667,"LI","2019-04-30","Split_220_Late","Split 220",NA,NA,0.692136347294958,173,1104.16068,"LI"
"Early","DFG2019",89,"Pionier","3","220","Split",1176.8125,"LI","2019-04-30","Split_220_Early","Split 220",NA,NA,0.879978206967099,187,1161.03312,"LI"
"Early","DFG2019",90,"Apertus","3","220","Split",1176.8125,"LI","2019-04-30","Split_220_Early","Split 220",NA,NA,0.843526394402007,187,1161.03312,"LI"
"Early","DFG2019",91,"Capone","3","220","Split",1176.8125,"LI","2019-04-30","Split_220_Early","Split 220",NA,NA,0.800043238729974,187,1161.03312,"LI"
"Early","DFG2019",92,"Patras","3","220","Split",1176.8125,"LI","2019-04-30","Split_220_Early","Split 220",NA,NA,0.791138296841336,187,1161.03312,"LI"
"Late","DFG2019",93,"Apertus","3","176","Split",1062.61666666667,"LI","2019-04-30","Split_176_Late","Split 176",NA,NA,0.679881775838324,173,1104.16068,"LI"
"Late","DFG2019",94,"Pionier","3","176","Split",1062.61666666667,"LI","2019-04-30","Split_176_Late","Split 176",NA,NA,0.793293409467218,173,1104.16068,"LI"
"Late","DFG2019",95,"Patras","3","176","Split",1062.61666666667,"LI","2019-04-30","Split_176_Late","Split 176",NA,NA,0.727454407265516,173,1104.16068,"LI"
"Late","DFG2019",96,"Capone","3","176","Split",1062.61666666667,"LI","2019-04-30","Split_176_Late","Split 176",NA,NA,0.715463527741448,173,1104.16068,"LI"
"Early","DFG2019",1,"Pionier","1","220","Combined",1253.29583333333,"LI","2019-05-09","Combined_220_Early","Combined 220",NA,NA,0.936430452075514,196,1310.03064,"LI"
"Early","DFG2019",2,"Capone","1","220","Combined",1253.29583333333,"LI","2019-05-09","Combined_220_Early","Combined 220",NA,NA,0.918297941307281,196,1310.03064,"LI"
"Early","DFG2019",3,"Apertus","1","220","Combined",1253.29583333333,"LI","2019-05-09","Combined_220_Early","Combined 220",NA,NA,0.943464687109754,196,1310.03064,"LI"
"Early","DFG2019",4,"Patras","1","220","Combined",1253.29583333333,"LI","2019-05-09","Combined_220_Early","Combined 220",NA,NA,0.872545621211071,196,1310.03064,"LI"
"Early","DFG2019",5,"Apertus","1","176","Split",1253.29583333333,"LI","2019-05-09","Split_176_Early","Split 176",NA,NA,0.81416433649928,196,1310.03064,"LI"
"Early","DFG2019",6,"Pionier","1","176","Split",1253.29583333333,"LI","2019-05-09","Split_176_Early","Split 176",NA,NA,0.948272769559959,196,1310.03064,"LI"
"Early","DFG2019",7,"Capone","1","176","Split",1253.29583333333,"LI","2019-05-09","Split_176_Early","Split 176",NA,NA,0.89381375011629,196,1310.03064,"LI"
"Early","DFG2019",8,"Patras","1","176","Split",1253.29583333333,"LI","2019-05-09","Split_176_Early","Split 176",NA,NA,0.909588452747994,196,1310.03064,"LI"
"Late","DFG2019",9,"Pionier","1","176","Split",1139.1,"LI","2019-05-09","Split_176_Late","Split 176",NA,NA,0.910011427607258,182,1253.1582,"LI"
"Late","DFG2019",10,"Apertus","1","176","Split",1139.1,"LI","2019-05-09","Split_176_Late","Split 176",NA,NA,0.880648990603777,182,1253.1582,"LI"
"Late","DFG2019",11,"Capone","1","176","Split",1139.1,"LI","2019-05-09","Split_176_Late","Split 176",NA,NA,0.889924272025305,182,1253.1582,"LI"
"Late","DFG2019",12,"Patras","1","176","Split",1139.1,"LI","2019-05-09","Split_176_Late","Split 176",NA,NA,0.89537548432818,182,1253.1582,"LI"
"Late","DFG2019",13,"Capone","1","220","Combined",1139.1,"LI","2019-05-09","Combined_220_Late","Combined 220",NA,NA,0.858496137735339,182,1253.1582,"LI"
"Late","DFG2019",14,"Pionier","1","220","Combined",1139.1,"LI","2019-05-09","Combined_220_Late","Combined 220",NA,NA,0.914524844672618,182,1253.1582,"LI"
"Late","DFG2019",15,"Apertus","1","220","Combined",1139.1,"LI","2019-05-09","Combined_220_Late","Combined 220",NA,NA,0.904922469225145,182,1253.1582,"LI"
"Late","DFG2019",16,"Patras","1","220","Combined",1139.1,"LI","2019-05-09","Combined_220_Late","Combined 220",NA,NA,0.883166209175957,182,1253.1582,"LI"
"Late","DFG2019",17,"Apertus","1","220","Split",1139.1,"LI","2019-05-09","Split_220_Late","Split 220",NA,NA,0.915674634583927,182,1253.1582,"LI"
"Late","DFG2019",18,"Patras","1","220","Split",1139.1,"LI","2019-05-09","Split_220_Late","Split 220",NA,NA,0.933065348982715,182,1253.1582,"LI"
"Late","DFG2019",19,"Capone","1","220","Split",1139.1,"LI","2019-05-09","Split_220_Late","Split 220",NA,NA,0.932211062066481,182,1253.1582,"LI"
"Late","DFG2019",20,"Pionier","1","220","Split",1139.1,"LI","2019-05-09","Split_220_Late","Split 220",NA,NA,0.797847322313305,182,1253.1582,"LI"
"Late","DFG2019",21,"Capone","1","176","Combined",1139.1,"LI","2019-05-09","Combined_176_Late","Combined 176",NA,NA,0.806389311762968,182,1253.1582,"LI"
"Late","DFG2019",22,"Patras","1","176","Combined",1139.1,"LI","2019-05-09","Combined_176_Late","Combined 176",NA,NA,0.81267183204199,182,1253.1582,"LI"
"Late","DFG2019",23,"Pionier","1","176","Combined",1139.1,"LI","2019-05-09","Combined_176_Late","Combined 176",NA,NA,0.844695132746769,182,1253.1582,"LI"
"Late","DFG2019",24,"Apertus","1","176","Combined",1139.1,"LI","2019-05-09","Combined_176_Late","Combined 176",NA,NA,0.867611173975629,182,1253.1582,"LI"
"Early","DFG2019",25,"Capone","1","176","Combined",1253.29583333333,"LI","2019-05-09","Combined_176_Early","Combined 176",NA,NA,0.858979747361615,196,1310.03064,"LI"
"Early","DFG2019",26,"Patras","1","176","Combined",1253.29583333333,"LI","2019-05-09","Combined_176_Early","Combined 176",NA,NA,0.784591521757538,196,1310.03064,"LI"
"Early","DFG2019",27,"Apertus","1","176","Combined",1253.29583333333,"LI","2019-05-09","Combined_176_Early","Combined 176",NA,NA,0.867289995682897,196,1310.03064,"LI"
"Early","DFG2019",28,"Pionier","1","176","Combined",1253.29583333333,"LI","2019-05-09","Combined_176_Early","Combined 176",NA,NA,0.87686979770209,196,1310.03064,"LI"
"Early","DFG2019",29,"Apertus","1","220","Split",1253.29583333333,"LI","2019-05-09","Split_220_Early","Split 220",NA,NA,0.921174518812119,196,1310.03064,"LI"
"Early","DFG2019",30,"Patras","1","220","Split",1253.29583333333,"LI","2019-05-09","Split_220_Early","Split 220",NA,NA,0.95235151487854,196,1310.03064,"LI"
"Early","DFG2019",31,"Pionier","1","220","Split",1253.29583333333,"LI","2019-05-09","Split_220_Early","Split 220",NA,NA,0.938996811325448,196,1310.03064,"LI"
"Early","DFG2019",32,"Capone","1","220","Split",1253.29583333333,"LI","2019-05-09","Split_220_Early","Split 220",NA,NA,0.929273992326074,196,1310.03064,"LI"
"Late","DFG2019",33,"Apertus","2","220","Split",1139.1,"LI","2019-05-09","Split_220_Late","Split 220",NA,NA,0.874718363093272,182,1253.1582,"LI"
"Late","DFG2019",34,"Pionier","2","220","Split",1139.1,"LI","2019-05-09","Split_220_Late","Split 220",NA,NA,0.913051501239454,182,1253.1582,"LI"
"Late","DFG2019",35,"Patras","2","220","Split",1139.1,"LI","2019-05-09","Split_220_Late","Split 220",NA,NA,0.889412144312017,182,1253.1582,"LI"
"Late","DFG2019",36,"Capone","2","220","Split",1139.1,"LI","2019-05-09","Split_220_Late","Split 220",NA,NA,0.859621890985417,182,1253.1582,"LI"
"Early","DFG2019",37,"Pionier","2","176","Split",1253.29583333333,"LI","2019-05-09","Split_176_Early","Split 176",NA,NA,0.940439974411827,196,1310.03064,"LI"
"Early","DFG2019",38,"Capone","2","176","Split",1253.29583333333,"LI","2019-05-09","Split_176_Early","Split 176",NA,NA,0.872980938048658,196,1310.03064,"LI"
"Early","DFG2019",39,"Patras","2","176","Split",1253.29583333333,"LI","2019-05-09","Split_176_Early","Split 176",NA,NA,0.884417038639118,196,1310.03064,"LI"
