"DFG_year","timeid","var","nitrogen","appl","GLA50","S","TT59","TT55","TT61","GCD59","GCD61","GCD55","LAImax59","LAImaxTT59","LAImax61","LAImaxTT61","LAImax55","LAImaxTT55","TT87","LAD59","LAD61","LAD55","GCD87"
"DFG2019","Late","Patras","220","Split",2113.85272749524,100.155971056082,1662.23126889012,1564.54366193404,1667.01666666667,451.621458605124,446.836060828573,549.309065561198,6.64,1365.39583333333,6.84,1667.01666666667,6.64,1365.39583333333,2418.30416666667,3001.06815651474,3058.72966176218,3649.71387333052,304.451439171427
"DFG2019","Late","Pionier","176","Combined",2128.16582132695,73.7534081415868,1673.13599396877,1576.17501035687,1667.01666666667,455.029827358183,461.149154660281,551.990810970076,6.61,1667.01666666667,6.61,1667.01666666667,5.69,1197.81666666667,2418.30416666667,3011.98429496198,3052.43304773021,3144.47511050863,290.138345339719
"DFG2019","Late","Pionier","176","Split",2129.50467204094,83.2925979901945,1678.36179131396,1581.0526044131,1667.01666666667,451.142880726979,462.488005374271,548.452067627846,6,1667.01666666667,6,1667.01666666667,5.89,1528.33333333333,2418.30416666667,2709.88282527317,2777.95357302972,3233.35275070447,288.799494625729
"DFG2019","Late","Pionier","220","Combined",2152.85152564974,61.8604065076937,1661.03284710655,1563.86493286681,1667.01666666667,491.818678543191,485.834858983073,588.986592782933,6.82,1365.39583333333,7.2,1667.01666666667,6.82,1365.39583333333,2418.30416666667,3360.3129197847,3504.46093582752,4022.9980759258,265.452641016926
"DFG2019","Late","Pionier","220","Split",2147.97905219194,55.3831367478606,1673.07213237157,1576.07668026255,1667.01666666667,474.906919820377,480.962385525273,571.902371929398,7.43,1667.01666666667,7.43,1667.01666666667,6.81,1390.7875,2418.30416666667,3536.65551704958,3581.64758739382,3902.07639828885,270.325114474726
"DFG2020","Early","Alves","176","Combined",2238.25995591316,18.0968508651224,1807.51148859641,1712.89516395766,1729.76527777778,430.748467316749,508.494678135383,525.364791955499,4.72,1789.5625,4.25,1707.575,4.25,1707.575,2436.80833333333,1964.34962192814,2094.46431767163,2165.54794838121,198.548377420171
"DFG2020","Early","Alves","176","Split",2230.29934735033,16.6912964744974,1810.76799454889,1717.32977880297,1729.76527777778,419.531352801441,500.534069572558,512.969568547365,5.65,1789.5625,5.5,1707.575,5.5,1707.575,2436.80833333333,2281.77870376345,2657.28682847889,2724.76795944457,206.508985982996
"DFG2020","Early","Alves","220","Combined",2323.55862219089,23.1365180345182,1798.20364651347,1703.49212519809,1707.575,525.354975677423,615.983622190889,620.066496992794,5.61,1594.80833333333,5.61,1594.80833333333,5.61,1594.80833333333,2436.80833333333,2810.62884204166,3318.26484696442,3341.15188660208,113.249711142441
"DFG2020","Early","Alves","220","Split",2316.06819893239,23.3168651978422,1799.27139111798,1704.15820046778,1707.575,516.796807814408,608.493198932387,611.909998464611,6.14,1707.575,6.14,1707.575,5.82,1594.80833333333,2436.80833333333,3038.10112410547,3600.21137253485,3432.44807214702,120.740134400943
"DFG2020","Early","Apertus","176","Combined",2323.07008893995,23.0639314334638,1827.59732649738,1733.99928278088,1774.14583333333,495.472762442566,548.924255606618,589.070806159068,3.38,1806.20833333333,3.1,1594.80833333333,3.1,1594.80833333333,2458.43888888889,1609.53606611395,1641.42742675288,1765.68898467008,135.368799948942
"DFG2020","Early","Apertus","176","Split",2315.66096016225,19.7108692332664,1812.86686884186,1717.9657673701,1762.64305555555,502.794091320391,553.017904606696,597.695192792149,5.94,1707.575,5.94,1707.575,5.94,1707.575,2467.02777777778,2850.85009631289,3147.34994510187,3411.77468007064,151.366817615527
"DFG2020","Early","Apertus","220","Combined",2392.86906896081,20.3262827979381,1834.48465202449,1733.19355181774,1774.14583333333,558.384416936322,618.72323562748,659.675517143072,5.56,1594.80833333333,5.56,1594.80833333333,5.56,1594.80833333333,2554.09027777778,2986.21539724682,3320.60281779321,3547.88354725354,161.221208816967
"DFG2020","Early","Apertus","220","Split",2383.38203355378,21.1094739883803,1825.49612190915,1724.18574417225,1774.14583333333,557.885911644633,609.236200220453,659.196289381529,6.39,1806.20833333333,5.89,1594.80833333333,5.89,1594.80833333333,2543.275,3439.75892346917,3472.24555683843,3766.07597623836,159.892966446213
"DFG2020","Early","Capone","176","Combined",2367.96250283359,27.4001708880649,1814.73334797331,1718.32080477195,1762.64305555555,553.229154860277,605.319447278035,649.641698061639,4.15,1578.55833333333,4.15,1578.55833333333,4.15,1578.55833333333,2477.84305555556,2218.65463702318,2434.72768324034,2618.62433560409,109.880552721968
"DFG2020","Early","Capone","176","Split",2365.38002236398,27.6996854432417,1815.19148797667,1714.53175590289,1774.14583333333,550.188534387306,591.234189030648,650.848266461086,5.21,1707.575,5.21,1707.575,5.21,1707.575,2527.46666666667,2820.08231660344,3033.82661364045,3344.34617579903,162.086644302692
"DFG2020","Early","Capone","220","Combined",2400,20.6865230255698,1834.44026413333,1728.60555619906,1774.14583333333,565.559735866669,625.85416666667,671.394443800935,6.13,1707.575,6.13,1707.575,6.13,1707.575,2592.63194444444,3376.37560232616,3744.95357016838,4023.69899914402,192.631944444443
"DFG2020","Early","Capone","220","Split",2400,25.5220652463387,1834.61366172928,1732.24296920438,1774.14583333333,565.386338270718,625.85416666667,667.757030795618,5.96,1707.575,5.96,1707.575,5.96,1707.575,2550.48055555556,3287.00059518386,3647.13339728588,3896.79070362405,150.480555555557
"DFG2020","Early","Esket","176","Combined",2298.31464278916,24.0281006715682,1827.19759469799,1733.31967424761,1774.14583333333,471.117048091168,524.168809455831,564.994968541549,4.54,1707.575,4.54,1707.575,4.54,1707.575,2447.62361111111,2073.67808292034,2313.83690455189,2498.90536169327,149.30896832195
"DFG2020","Early","Esket","176","Split",2281.69046118059,21.2505411877049,1826.26659667668,1731.19488812444,1774.14583333333,455.423864503913,507.544627847261,550.495573056155,5.67,1707.575,5.67,1707.575,5.67,1707.575,2469.25416666667,2515.04474055245,2808.63420105879,3051.26410585604,187.563705486079
"DFG2020","Early","Esket","220","Combined",2387.97884119431,28.7112845809806,1821.48387025157,1725.61276268373,1774.14583333333,566.494970942744,613.833007860982,662.366078510583,5.41,1806.20833333333,5.24,1594.80833333333,5.24,1594.80833333333,2477.84305555556,2946.47663594799,3101.86673573803,3356.14538031815,89.8642143612442
