"DFG_year","timeid","var","nitrogen","appl","GLA50","S","TT59","TT55","TT61","GCD59","GCD61","GCD55","LAImax59","LAImaxTT59","LAImax61","LAImaxTT61","LAImax55","LAImaxTT55","TT87","LAD59","LAD61","LAD55","GCD87"
"DFG2020","Late","Pionier","220","Split",2333.8321396304,35.2945620613724,1713.21688820915,1616.60451058712,1668.88055555555,620.615251421254,664.95158407485,717.227629043283,6.51,1644.475,6.51,1644.475,5.83,1433.075,2411.76111111111,3935.12047614931,4223.74655754547,4087.32445426433,77.9289714807069
"DFG2020","Late","Potenzial","176","Combined",2225.75322786964,31.7192882285537,1695.11680860634,1603.36757928442,1612.4125,530.636419263306,613.340727869644,622.385648585229,5.02,1545.84166666667,5.02,1545.84166666667,5.02,1545.84166666667,2346.32916666666,2616.11034652333,3031.24887598718,3076.65287056271,120.575938797019
"DFG2020","Late","Potenzial","176","Split",2223.18786705727,26.894719026916,1673.26680151939,1579.51020599024,1623.1,549.921065537882,600.087867057272,643.677661067035,6.24,1545.84166666667,6.24,1545.84166666667,6.24,1545.84166666667,2316.10972222222,3302.64043081653,3615.57858258554,3887.53804289492,92.9218551649478
"DFG2020","Late","Potenzial","220","Combined",2285.05712626643,23.3408009529256,1704.40127711861,1611.99085294988,1633.7875,580.655849147816,651.269626266427,673.066273316543,6.16,1644.475,5.87,1433.075,5.87,1433.075,2369.34305555555,3385.56163984018,3640.39754822488,3768.30022040526,84.2859292891267
"DFG2020","Late","Potenzial","220","Split",2259.94415971535,26.5914354475779,1688.40534321065,1597.23951730571,1633.7875,571.538816504692,626.156659715346,662.70464240964,6.45,1545.84166666667,6.45,1545.84166666667,6.45,1545.84166666667,2296.70555555555,3428.81550095202,3780.99951886246,4016.70224182577,36.7613958402067
"DFG2020","Late","Torrild","176","Combined",2180.81221495349,28.5638891799472,1663.60781684132,1572.28388375443,1623.1,517.204398112172,557.712214953494,608.528331199069,4.43,1433.075,4.43,1433.075,4.43,1433.075,2285.89027777778,2225.52220301263,2404.91530149288,2629.99856459032,105.078062824282
"DFG2020","Late","Torrild","176","Split",2185.14199713067,26.5584555988088,1656.5039218163,1562.68518676144,1590.22222222222,528.638075314372,594.919774908447,622.456810369231,5.73,1545.84166666667,5.73,1545.84166666667,5.73,1545.84166666667,2296.70555555555,2936.64094349396,3316.28653400012,3474.04647074794,111.563558424883
"DFG2020","Late","Torrild","220","Combined",2248.87865852537,31.2143378195532,1675.46900822687,1583.52309776954,1623.1,573.409650298496,625.778658525371,665.355560755834,6.24,1627.82916666667,5.72,1545.84166666667,5.72,1545.84166666667,2316.10972222222,3440.86387278717,3453.65645259121,3680.03033159366,67.2310636968487
"DFG2020","Late","Torrild","220","Split",2248.73915342233,26.0211975557287,1669.71868586214,1572.89935451434,1612.4125,579.020467560195,636.32665342233,675.839798907992,6.52,1644.475,5.99,1545.84166666667,5.99,1545.84166666667,2369.34305555555,3669.62003829393,3714.4890995106,3951.14243826521,120.603902133223
"DFG2021","Early","Alves","176","Combined",2221.51313585882,31.7668566912829,1666.42821602818,1578.97425982122,1632.20694444444,555.084919830636,589.306191414375,642.538876037603,4.4,1566.5875,4.4,1566.5875,4.4,1566.5875,2328.00416666667,2390.41101810436,2540.97268900183,2775.18838651965,106.491030807851
"DFG2021","Early","Alves","176","Split",2191.85369616642,24.9781636271295,1658.72137311994,1573.11048316266,1619.47638888889,533.132323046484,572.377307277538,618.743213003763,4.7,1417.54166666667,4.7,1417.54166666667,4.7,1417.54166666667,2301.62361111111,2416.25641660902,2600.57621404719,2818.41510589019,109.769914944686
"DFG2021","Early","Alves","220","Combined",2244.21622653163,40.6505354251444,1668.4083548523,1580.71436938254,1644.9375,575.807871679323,599.278726531627,663.501857149088,5.24,1566.5875,5.24,1566.5875,5.24,1566.5875,2340.41805555556,2977.2954496944,3100.28218364293,3436.81083871663,96.2018290239293
"DFG2021","Early","Alves","220","Split",2234.41487065186,31.5157944674682,1665.87713738306,1571.69309293704,1632.20694444444,568.537733268804,602.207926207421,662.721777714826,5.16,1566.5875,5.16,1566.5875,5.16,1566.5875,2401.04027777778,2912.72230108653,3086.44821817293,3398.69047696705,166.625407125912
"DFG2021","Early","Apertus","176","Combined",2218.72144156351,28.0420986217106,1709.44537738505,1621.13331268242,1656.40972222222,509.27606417846,562.311719341285,597.58812888109,4.5,1566.5875,4.5,1566.5875,4.5,1566.5875,2389.35,2265.87356242699,2504.42808490475,2663.1390397704,170.628558436488
"DFG2021","Early","Apertus","176","Split",2204.50261841769,22.8317379075236,1698.7125326739,1611.15035005647,1667.88194444445,505.790085743793,536.620673973248,593.352268361221,4.47,1697.2125,4.36,1417.54166666667,4.36,1417.54166666667,2365.24583333333,2204.1894062383,2284.08333420155,2531.13968773952,160.743214915635
"DFG2021","Early","Apertus","220","Combined",2255.40713276508,28.513332778487,1705.55892889078,1612.31261482858,1667.88194444445,549.848203874296,587.525188320633,643.094517936498,5.33,1697.2125,4.96,1548.1125,4.96,1548.1125,2434.40138888889,2904.48207522602,2889.6875259669,3165.27893395966,178.994256123807
"DFG2021","Early","Apertus","220","Split",2264.71766738765,37.8407922739446,1689.34613419025,1595.64910878734,1667.88194444445,575.371533197395,596.835722943201,669.068558600304,5.23,1566.5875,5.23,1566.5875,5.23,1566.5875,2413.45416666666,2993.24411538827,3105.50047059804,3483.27646908595,148.736499279016
"DFG2021","Early","Capone","176","Combined",2290.57266644745,44.8122608625221,1696.54166807074,1605.48309321519,1679.35416666667,594.030998376717,611.218499780784,685.089573232266,4.42,1566.5875,4.42,1566.5875,4.42,1566.5875,2413.45416666666,2611.54908305884,2687.51775237571,3014.02776744175,122.88150021921
"DFG2021","Early","Capone","176","Split",2282.13451082662,44.5956991755812,1687.14965224144,1593.66318922361,1679.35416666667,594.984858585183,602.780344159951,688.471321603014,4.25,1566.5875,4.25,1566.5875,4.25,1566.5875,2413.45416666666,2518.05420497478,2551.18497667713,2915.37146844303,131.319655840043
"DFG2021","Early","Capone","220","Combined",2317.50602300129,34.322721651757,1679.07512526125,1583.63783624118,1667.88194444445,638.430897740043,649.624078556845,733.868186760114,4.96,1566.5875,4.96,1566.5875,4.96,1566.5875,2434.40138888889,3121.19191920459,3176.70931605768,3594.55763520415,116.895365887595
"DFG2021","Early","Capone","220","Split",2317.52232841773,37.1926173354759,1691.40227192225,1592.43130234541,1679.35416666667,626.120056495477,638.16816175106,725.091026072319,5.85,1679.35416666667,5.85,1679.35416666667,5.32,1548.1125,2479.45277777778,3647.66820542963,3718.14911466365,3843.71952434416,161.930449360047
"DFG2021","Early","Esket","176","Combined",2234.68601507359,35.1112456541497,1663.82206997523,1572.35565039157,1606.74583333333,570.863945098363,627.940181740261,662.330364682025,4.24,1566.5875,4.24,1566.5875,4.24,1566.5875,2365.24583333333,2395.54925911317,2637.5480566562,2783.36147856288,130.559818259739
"DFG2021","Early","Esket","176","Split",2208.84359506345,26.4714211786624,1662.83685438871,1574.25850008164,1632.20694444444,546.006740674732,576.636650619004,634.585094981812,3.97,1548.1125,3.97,1548.1125,3.97,1548.1125,2328.00416666667,2107.58399397644,2229.13246708862,2459.13841176263,119.160571603223
"DFG2021","Early","Esket","220","Combined",2240.54303312425,34.716251834872,1665.69564640995,1573.07825646977,1644.9375,574.847386714296,595.605533124245,667.464776654471,4.51,1566.5875,4.51,1566.5875,4.51,1566.5875,2376.93611111111,2567.89176976017,2661.50843694763,2985.58999481421,136.393077986865
"DFG2021","Early","Esket","220","Split",2244.05446827284,35.3037451813244,1669.7730683586,1579.22807715005,1632.20694444444,574.281399914236,611.847523828392,664.826391122781,4.95,1548.1125,4.95,1548.1125,4.95,1548.1125,2352.83194444444,2798.80114080429,2984.74969520341,3246.99304496174,108.777476171608
"DFG2021","Early","Patras","176","Combined",2205.5056163726,26.1977321719923,1660.02518312751,1571.88551728401,1606.74583333333,545.480433245096,598.759783039271,633.620099088596,4.56,1566.5875,4.56,1566.5875,4.56,1566.5875,2340.41805555556,2430.42387018099,2673.28192680915,2832.214834109,134.912439182955
"DFG2021","Early","Patras","176","Split",2179.57688876872,23.1444803571947,1660.27817664686,1572.82275591103,1606.74583333333,519.29871212186,572.831055435385,606.754132857688,4.35,1417.54166666667,4.35,1417.54166666667,4.35,1417.54166666667,2328.00416666667,2198.4141906905,2430.97956763871,2578.44465112073,148.427277897954
"DFG2021","Early","Patras","220","Combined",2250.1037169506,48.6287170743974,1658.79081901601,1571.23838190248,1606.74583333333,591.312897934587,643.357883617266,678.865335048119,5.29,1566.5875,5.29,1566.5875,5.29,1566.5875,2328.00416666667,3091.07503746837,3366.3929604533,3554.22737022362,77.900449716074
"DFG2021","Early","Patras","220","Split",2244.99910606138,37.4218445700652,1658.21973474689,1568.79336840536,1619.47638888889,586.77937131449,625.522717172492,676.205737656014,5.15,1566.5875,5.15,1566.5875,5.15,1566.5875,2352.83194444444,2982.42205325651,3181.94870339606,3442.96550571668,107.832838383065
"DFG2021","Early","Pionier","176","Combined",2250.85711404849,51.5884471452667,1683.65296287453,1596.67205179867,1656.40972222222,567.204151173962,594.447391826266,654.185062249824,4.25,1566.5875,4.25,1566.5875,4.25,1566.5875,2340.41805555556,2391.86145612175,2507.64520439944,2761.5302882783,89.5609415070676
"DFG2021","Early","Pionier","176","Split",2240.37776882471,35.7108957732159,1678.83817428567,1588.90984773703,1644.9375,561.539594539035,595.440268824708,651.467921087679,4.66,1435.45,4.66,1435.45,4.66,1435.45,2365.24583333333,2587.45711213378,2745.43049182791,3006.51692178381,124.868064508622
"DFG2021","Early","Pionier","220","Combined",2284.38598137983,40.9498942321428,1697.09322211523,1599.44590659129,1667.88194444445,587.29275926459,616.504036935379,684.940074788535,5.29,1679.35416666667,4.91,1566.5875,4.91,1566.5875,2479.45277777778,3107.37884083187,3027.59132051612,3363.61185486844,195.066796397951
"DFG2021","Early","Pionier","220","Split",2279.96803499046,48.4497905241914,1683.71818080788,1587.67548006545,1644.9375,596.249854182572,635.030534990457,692.292554925003,5.53,1679.35416666667,5.12,1566.5875,5.12,1566.5875,2437.55833333333,3295.16598720451,3249.41596075326,3542.59748379448,157.590298342874
"DFG2021","Early","Potenzial","176","Combined",2219.99301791027,28.488668104247,1670.18216770423,1582.38606918849,1606.74583333333,549.810850206039,613.247184576936,637.606948721771,4.67,1417.54166666667,4.67,1417.54166666667,4.67,1417.54166666667,2340.41805555556,2508.86532089059,2805.05874114342,2918.80961029083,120.425037645291
"DFG2021","Early","Potenzial","176","Split",2203.541770324,26.2924458789896,1660.52055987061,1572.24537836445,1606.74583333333,543.02121045339,596.795936990672,631.296391959556,4.54,1548.1125,4.54,1548.1125,4.54,1548.1125,2328.00416666667,2400.6547742478,2644.69581540389,2801.29833147332,124.462396342668
"DFG2021","Early","Potenzial","220","Combined",2237.08674647413,31.5233399216346,1670.73643142483,1584.68572184983,1619.47638888889,566.350315049307,617.610357585248,652.401024624306,4.88,1566.5875,4.88,1566.5875,4.88,1566.5875,2328.00416666667,2688.42501806204,2938.55792267556,3108.33173040146,90.9174201925352
"DFG2021","Early","Potenzial","220","Split",2236.8464146016,30.9804898080178,1661.4109981172,1571.37105037422,1619.47638888889,575.435416484403,617.370025712717,665.475364227379,5.09,1548.1125,5.09,1548.1125,5.09,1548.1125,2352.83194444444,2872.64438936293,3086.07683113596,3330.92580386672,115.985529842839
"DFG2021","Early","Torrild","176","Combined",2217.57006077524,32.7296411596992,1653.51514095284,1565.76088013378,1606.74583333333,564.054919822399,610.824227441907,651.809180641455,4.6,1566.5875,4.6,1566.5875,4.52,1435.45,2328.00416666667,2547.65684770137,2762.78625340074,2899.98648998741,110.434105891433
"DFG2021","Early","Torrild","176","Split",2198.9506227365,27.7826381699298,1660.43524095387,1573.24378348766,1606.74583333333,538.515381782632,592.204789403167,625.706839248837,4.54,1548.1125,4.54,1548.1125,4.54,1548.1125,2328.00416666667,2392.53703292139,2636.22158838151,2788.30202844671,129.053543930173
"DFG2021","Early","Torrild","220","Combined",2253.49155567319,42.5133894251678,1650.3685108433,1562.88885210389,1606.74583333333,603.123044829896,646.745722339863,690.602703569302,4.87,1566.5875,4.87,1566.5875,4.72,1548.1125,2314.81388888889,2871.81441485028,3084.25662876412,3196.26387346382,61.3223332156972
"DFG2021","Early","Torrild","220","Split",2256.81764643932,43.362285917851,1660.38296330719,1572.31420799836,1630.94861111111,596.434683132126,625.869035328207,684.503438440953,4.95,1566.5875,4.95,1566.5875,4.95,1566.5875,2328.00416666667,2899.1514005875,3044.85127537549,3335.09145905946,71.186520227353
"DFG2021","Late","Alves","176","Combined",2053.29189870878,27.3082260764934,1504.47063804456,1420.84186139363,1472.07916666667,548.821260664227,581.212732042114,632.450037315153,4.88,1393.72916666667,4.88,1393.72916666667,4.88,1393.72916666667,2155.14583333333,2605.75234660502,2763.79828615163,3013.81816600151,101.853934624546
"DFG2021","Late","Alves","176","Split",2063.88748798573,28.7659383660031,1505.43171885805,1421.87718063374,1472.07916666667,558.455769127675,591.808321319057,642.010307351984,5.12,1393.72916666667,5.12,1393.72916666667,5.12,1393.72916666667,2155.14583333333,2779.53130420418,2950.28195778405,3207.3063357509,91.2583453476027
"DFG2021","Late","Alves","220","Combined",2079.39987526674,33.0781401857951,1515.86168059705,1432.58870168361,1483.55138888889,563.53819466969,595.848486377854,646.811173583138,5.38,1506.49583333333,5.13,1375.25416666667,5.13,1375.25416666667,2167.55972222222,2966.47702620124,2994.37796150628,3255.8143529829,88.1598469554756
"DFG2021","Late","Alves","220","Split",2085.82726998018,33.6690794560728,1504.47340548483,1419.82154887384,1472.07916666667,581.353864495348,613.748103313512,666.005721106345,5.4,1375.25416666667,5.4,1375.25416666667,5.4,1375.25416666667,2167.55972222222,3068.71058613816,3243.63740310602,3525.82722519127,81.7324522420381
"DFG2021","Late","Apertus","176","Combined",2071.21418660429,29.7518033836565,1543.16849212178,1453.27123371349,1495.02361111111,528.04569448251,576.190575493183,617.942952890808,4.5,1524.35416666667,4.07,1244.68333333333,4.07,1244.68333333333,2282.49027777778,2374.25068515268,2343.30747498677,2513.23259203064,211.276091173487
"DFG2021","Late","Apertus","176","Split",2058.8877457156,26.062516752785,1524.02399603592,1440.67033400149,1495.02361111111,534.863749679687,563.864134604493,618.217411714108,4.63,1375.25416666667,4.63,1375.25416666667,4.63,1375.25416666667,2179.97361111111,2417.58244697126,2551.81262258073,2803.42967134618,121.085865395507
"DFG2021","Late","Apertus","220","Combined",2111.92228507375,29.2112339631896,1532.30077096113,1442.77731597456,1495.02361111111,579.621514112629,616.898673962644,669.144969099197,5.35,1524.35416666667,4.92,1393.72916666667,4.92,1393.72916666667,2261.54305555556,3068.28371931308,3005.06648320782,3262.11161028758,149.620770481803
"DFG2021","Late","Apertus","220","Split",2096.3489580825,27.6672606083069,1535.70425697923,1443.40342043445,1483.55138888889,560.644701103269,612.79756919361,652.945537648048,5.58,1506.49583333333,5.2,1375.25416666667,5.2,1375.25416666667,2306.59444444445,3120.47485454167,3179.13240853149,3387.89157856933,210.245486361947
"DFG2021","Late","Capone","176","Combined",2116.00169284301,36.4217365128241,1514.28557739613,1423.17374748534,1506.49583333333,601.716115446881,609.50585950968,692.827945357674,4.29,1244.68333333333,4.29,1244.68333333333,4.29,1244.68333333333,2261.54305555556,2569.34353773895,2602.76138435644,2960.21248930354,145.541362712547
"DFG2021","Late","Capone","176","Split",2117.88499785804,43.5720792486754,1521.25994699733,1429.24402502244,1506.49583333333,596.625050860704,611.389164524707,688.640972835593,4.64,1375.25416666667,4.64,1375.25416666667,4.64,1375.25416666667,2282.49027777778,2767.49881838208,2836.00427519136,3194.45261494771,164.605279919743
"DFG2021","Late","Capone","220","Combined",2138.48103621069,32.7653992182743,1520.4963595896,1425.49924995324,1506.49583333333,617.984676621094,631.985202877363,712.981786257452,5.35,1506.49583333333,5.35,1506.49583333333,4.65,1393.72916666667,2327.54166666667,3300.06690327985,3374.96881291243,3310.01640446827,189.060630455977
"DFG2021","Late","Capone","220","Split",2160.03816561808,33.7762033727251,1514.45539367598,1419.78014187063,1506.49583333333,645.582771942105,653.542332284754,740.258023747454,5.34,1506.49583333333,5.34,1506.49583333333,5.23,1393.72916666667,2306.59444444445,3425.18391276639,3467.68772398199,3849.77799747922,146.556278826362
"DFG2021","Late","Esket","176","Combined",2059.10927854313,31.5818759632317,1521.90516106468,1437.46353357291,1506.49583333333,537.204117478456,552.613445209805,621.645744970224,4.29,1262.59166666667,4.29,1262.59166666667,4.29,1262.59166666667,2179.97361111111,2272.42639499719,2338.52837480471,2634.66890129392,120.864332567975
"DFG2021","Late","Esket","176","Split",2048.90191340591,27.0727858445279,1520.0490117654,1434.7342732048,1506.49583333333,528.852901640508,542.406080072578,614.167640201111,4.88,1244.68333333333,4.88,1244.68333333333,4.88,1244.68333333333,2192.3875,2542.36327824808,2608.48465568986,2958.63374589549,143.485586594092
"DFG2021","Late","Esket","220","Combined",2079.79525984624,31.3568730951703,1517.36702056185,1424.91285204007,1472.07916666667,562.428239284395,607.716093179571,654.882407806169,4.69,1393.72916666667,4.69,1393.72916666667,4.69,1393.72916666667,2285.64722222222,2636.28019599332,2848.67324209598,3069.88052623999,205.851962375983
"DFG2021","Late","Esket","220","Split",2086.5238138772,32.4009874042609,1507.51661225949,1419.81924770055,1483.55138888889,579.007201617717,602.972424988314,666.704566176653,5.51,1506.49583333333,5.21,1393.72916666667,5.21,1393.72916666667,2204.07777777778,3147.7932092229,3101.26322228059,3433.30485170306,117.553963900573
"DFG2021","Late","Patras","176","Combined",2028.29833980644,26.0884405778383,1500.45146371259,1416.4939320553,1470.82083333333,527.846876093844,557.477506473103,611.804407751138,4.66,1393.72916666667,4.66,1393.72916666667,4.66,1393.72916666667,2167.55972222222,2417.07717602082,2555.11451076999,2808.24092801652,139.261382415784
"DFG2021","Late","Patras","176","Split",2032.99535114184,24.8890824711324,1502.39013273174,1419.76159469502,1472.07916666667,530.6052184101,560.916184475173,613.233756446819,5.07,1393.72916666667,5.07,1393.72916666667,5.07,1393.72916666667,2155.14583333333,2621.34672999195,2774.95846243212,3040.15177881701,122.150482191487
"DFG2021","Late","Patras","220","Combined",2078.96742080391,33.8594779330755,1496.16158692712,1411.3279211459,1483.55138888889,582.805833876797,595.416031915025,667.639499658019,5.07,1375.25416666667,5.07,1375.25416666667,5.07,1375.25416666667,2167.55972222222,2896.98288140344,2960.9157771309,3327.08681679553,88.5923014183054
"DFG2021","Late","Patras","220","Split",2087.88044227489,37.0614616830668,1499.74572832392,1412.95008947773,1495.02361111111,588.134713950972,592.856831163783,674.930352797165,5.29,1375.25416666667,5.29,1375.25416666667,5.29,1375.25416666667,2192.3875,3075.6821350438,3100.66202364117,3534.83018079951,104.507057725106
"DFG2021","Late","Pionier","176","Combined",2093.7710180574,50.9321117230448,1530.51837769576,1444.36351324866,1506.49583333333,563.252640361638,587.27518472407,649.407504808741,4.7,1393.72916666667,4.7,1393.72916666667,4.7,1393.72916666667,2216.49166666667,2642.3635942844,2755.2695436992,3047.29144176333,122.720648609266
"DFG2021","Late","Pionier","176","Split",2101.71698835691,45.2479729353769,1534.70777273595,1446.24416726486,1506.49583333333,567.009215620951,595.221155023575,655.472821092041,4.95,1524.35416666667,4.55,1375.25416666667,4.55,1375.25416666667,2249.12916666667,2803.60876646688,2705.4187893387,2979.56383394012,147.412178309761
"DFG2021","Late","Pionier","220","Combined",2146.30975590205,37.7817043681918,1536.1439364054,1443.76127359569,1495.02361111111,610.165819496652,651.286144790939,702.548482306358,5.12,1524.35416666667,4.97,1375.25416666667,4.97,1375.25416666667,2306.59444444445,3116.25325317315,3229.32437150972,3484.09802333766,160.284688542397
"DFG2021","Late","Pionier","220","Split",2137.83663810528,38.2471012176538,1523.53635294217,1429.82793442774,1483.55138888889,614.300285163105,654.285249216387,708.008703677541,5.72,1506.49583333333,5.49,1393.72916666667,5.49,1393.72916666667,2306.59444444445,3508.68905434247,3587.12253027035,3882.06415976988,168.757806339169
"DFG2021","Late","Potenzial","176","Combined",2046.4285427966,28.0250232762615,1508.15318954337,1425.35771287384,1459.34861111111,538.275353253228,587.079931685487,621.070829922765,4.15,1262.59166666667,4.15,1262.59166666667,4.15,1262.59166666667,2155.14583333333,2181.8627852423,2384.37620773235,2525.43050558505,108.71729053673
"DFG2021","Late","Potenzial","176","Split",2064.21255901037,31.7123988986247,1505.56144456979,1419.16064719729,1483.55138888889,558.651114440577,580.661170121475,645.051911813078,4.83,1375.25416666667,4.83,1375.25416666667,4.83,1375.25416666667,2192.3875,2666.97475163456,2773.27949272203,3084.28203872809,128.174940989635
"DFG2021","Late","Potenzial","220","Combined",2086.97917399994,34.6846692063062,1510.15996385416,1424.29855909832,1472.07916666667,576.819210145786,614.900007333271,662.680614901619,5.5,1506.49583333333,4.84,1375.25416666667,4.84,1375.25416666667,2192.3875,3128.57980668608,2937.45964743689,3168.71702501491,105.408326000058
"DFG2021","Late","Potenzial","220","Split",2086.588982293,32.5245400730145,1509.17513995491,1421.76342037256,1483.55138888889,577.41384233809,603.037593404107,664.825561920438,5.73,1506.49583333333,5.2,1393.72916666667,5.2,1393.72916666667,2204.07777777778,3264.78577903677,3096.04813082435,3417.34290878637,117.48879548478
"DFG2021","Late","Torrild","176","Combined",2080.98353556813,37.3163517338082,1506.7632242454,1421.29996437148,1483.55138888889,574.220311322738,597.432146679243,659.683571196654,4.03,1375.25416666667,4.03,1375.25416666667,4.03,1375.25416666667,2179.97361111111,2284.64872653331,2378.19200720117,2629.06483525774,98.9900755429762
"DFG2021","Late","Torrild","176","Split",2075.30871472797,34.3516247065255,1502.74240540501,1415.60442131063,1495.02361111111,572.566309322962,580.285103616863,659.704293417343,4.6,1375.25416666667,4.6,1375.25416666667,4.6,1375.25416666667,2191.66388888889,2603.91033701206,2639.41629365169,3004.74243882576,116.355174160913
"DFG2021","Late","Torrild","220","Combined",2098.73528386317,53.3722959763684,1511.51777259915,1425.26638379442,1482.29305555555,587.217511264012,616.442228307612,673.468900068747,5.59,1506.49583333333,5,1375.25416666667,5,1375.25416666667,2192.3875,3267.5871162455,3068.83120036826,3353.96455812812,93.6522161368348
"DFG2021","Late","Torrild","220","Split",2089.44958956465,46.1539842181787,1505.22334497612,1419.60603100437,1483.55138888889,584.226244588531,605.898200675762,669.843558560284,5.1,1393.72916666667,5.1,1393.72916666667,5.1,1393.72916666667,2179.97361111111,2955.23943965555,3065.76639418294,3391.88770021628,90.5240215464573
