"Year","Date","depth","humidity"
"2019",2019-04-28,"m30",21.7237651385995
"2019",2019-04-28,"m60",26.4136067361111
"2019",2019-04-28,"m100",29.3468769278067
"2019",2019-04-29,"m30",21.6810697002315
"2019",2019-04-29,"m60",26.3839539166667
"2019",2019-04-29,"m100",29.4026266012731
"2019",2019-04-30,"m30",21.6383742618634
"2019",2019-04-30,"m60",26.3543010972222
"2019",2019-04-30,"m100",29.4583762747396
"2019",2019-05-01,"m30",21.5956788234954
"2019",2019-05-01,"m60",26.3246482777778
"2019",2019-05-01,"m100",29.514125948206
"2019",2019-05-02,"m30",21.5529833851273
"2019",2019-05-02,"m60",26.2949954583333
"2019",2019-05-02,"m100",29.5698756216725
"2019",2019-05-03,"m30",21.5102879467593
"2019",2019-05-03,"m60",26.2653426388889
"2019",2019-05-03,"m100",29.6256252951389
"2019",2019-05-04,"m30",21.5699257480159
"2019",2019-05-04,"m60",26.2802853746032
"2019",2019-05-04,"m100",29.7291879820767
"2019",2019-05-05,"m30",21.6295635492725
"2019",2019-05-05,"m60",26.2952281103175
"2019",2019-05-05,"m100",29.8327506690145
"2019",2019-05-06,"m30",21.6892013505291
"2019",2019-05-06,"m60",26.3101708460317
"2019",2019-05-06,"m100",29.9363133559524
"2019",2019-05-07,"m30",21.7488391517857
"2019",2019-05-07,"m60",26.325113581746
"2019",2019-05-07,"m100",30.0398760428902
"2019",2019-05-08,"m30",21.8084769530423
"2019",2019-05-08,"m60",26.3400563174603
"2019",2019-05-08,"m100",30.143438729828
"2019",2019-05-09,"m30",21.8681147542989
"2019",2019-05-09,"m60",26.3549990531746
"2019",2019-05-09,"m100",30.2470014167659
"2019",2019-05-10,"m30",21.9277525555556
"2019",2019-05-10,"m60",26.3699417888889
"2019",2019-05-10,"m100",30.3505641037037
"2019",2019-05-11,"m30",21.4856515833333
"2019",2019-05-11,"m60",26.0598021265432
"2019",2019-05-11,"m100",30.2106845725309
"2019",2019-05-12,"m30",21.0435506111111
"2019",2019-05-12,"m60",25.7496624641975
"2019",2019-05-12,"m100",30.070805041358
"2019",2019-05-13,"m30",20.6014496388889
"2019",2019-05-13,"m60",25.4395228018519
"2019",2019-05-13,"m100",29.9309255101852
"2019",2019-05-14,"m30",20.1593486666667
"2019",2019-05-14,"m60",25.1293831395062
"2019",2019-05-14,"m100",29.7910459790123
"2019",2019-05-15,"m30",19.7172476944444
"2019",2019-05-15,"m60",24.8192434771605
"2019",2019-05-15,"m100",29.6511664478395
"2019",2019-05-16,"m30",19.2751467222222
"2019",2019-05-16,"m60",24.5091038148148
"2019",2019-05-16,"m100",29.5112869166667
"2019",2019-05-17,"m30",19.0409310309606
"2019",2019-05-17,"m60",24.3841972115162
"2019",2019-05-17,"m100",29.4736843476562
"2019",2019-05-18,"m30",18.8067153396991
"2019",2019-05-18,"m60",24.2592906082176
"2019",2019-05-18,"m100",29.4360817786458
"2019",2019-05-19,"m30",18.5724996484375
"2019",2019-05-19,"m60",24.134384004919
"2019",2019-05-19,"m100",29.3984792096354
"2019",2019-05-20,"m30",18.3382839571759
"2019",2019-05-20,"m60",24.0094774016204
"2019",2019-05-20,"m100",29.360876640625
"2019",2019-05-21,"m30",18.1040682659144
"2019",2019-05-21,"m60",23.8845707983218
"2019",2019-05-21,"m100",29.3232740716146
"2019",2019-05-22,"m30",17.8698525746528
"2019",2019-05-22,"m60",23.7596641950231
"2019",2019-05-22,"m100",29.2856715026042
"2019",2019-05-23,"m30",17.6356368833912
"2019",2019-05-23,"m60",23.6347575917245
"2019",2019-05-23,"m100",29.2480689335937
"2019",2019-05-24,"m30",17.4014211921296
"2019",2019-05-24,"m60",23.5098509884259
"2019",2019-05-24,"m100",29.2104663645833
"2019",2019-05-25,"m30",16.8423646265432
"2019",2019-05-25,"m60",23.2975515181327
"2019",2019-05-25,"m100",29.0152225416667
"2019",2019-05-26,"m30",16.2833080609568
"2019",2019-05-26,"m60",23.0852520478395
"2019",2019-05-26,"m100",28.81997871875
"2019",2019-05-27,"m30",15.7242514953704
"2019",2019-05-27,"m60",22.8729525775463
"2019",2019-05-27,"m100",28.6247348958333
"2019",2019-05-28,"m30",15.165194929784
"2019",2019-05-28,"m60",22.6606531072531
"2019",2019-05-28,"m100",28.4294910729167
"2019",2019-05-29,"m30",14.6061383641975
"2019",2019-05-29,"m60",22.4483536369599
"2019",2019-05-29,"m100",28.23424725
"2019",2019-05-30,"m30",14.0470817986111
"2019",2019-05-30,"m60",22.2360541666667
"2019",2019-05-30,"m100",28.0390034270833
"2019",2019-05-31,"m30",14.2053128141534
"2019",2019-05-31,"m60",22.0866532668651
"2019",2019-05-31,"m100",28.0162321008598
"2019",2019-06-01,"m30",14.3635438296958
"2019",2019-06-01,"m60",21.9372523670635
"2019",2019-06-01,"m100",27.9934607746362
"2019",2019-06-02,"m30",14.5217748452381
"2019",2019-06-02,"m60",21.7878514672619
"2019",2019-06-02,"m100",27.9706894484127
"2019",2019-06-03,"m30",14.6800058607804
"2019",2019-06-03,"m60",21.6384505674603
"2019",2019-06-03,"m100",27.9479181221892
"2019",2019-06-04,"m30",14.8382368763228
"2019",2019-06-04,"m60",21.4890496676587
"2019",2019-06-04,"m100",27.9251467959656
"2019",2019-06-05,"m30",14.9964678918651
"2019",2019-06-05,"m60",21.3396487678571
"2019",2019-06-05,"m100",27.9023754697421
"2019",2019-06-06,"m30",15.1546989074074
"2019",2019-06-06,"m60",21.1902478680556
"2019",2019-06-06,"m100",27.8796041435185
"2019",2019-06-07,"m30",14.9370888406085
"2019",2019-06-07,"m60",21.073636239418
"2019",2019-06-07,"m100",27.8157334510582
"2019",2019-06-08,"m30",14.7194787738095
"2019",2019-06-08,"m60",20.9570246107804
"2019",2019-06-08,"m100",27.7518627585979
"2019",2019-06-09,"m30",14.5018687070106
"2019",2019-06-09,"m60",20.8404129821429
"2019",2019-06-09,"m100",27.6879920661376
"2019",2019-06-10,"m30",14.2842586402116
"2019",2019-06-10,"m60",20.7238013535053
"2019",2019-06-10,"m100",27.6241213736773
"2019",2019-06-11,"m30",14.0666485734127
"2019",2019-06-11,"m60",20.6071897248677
"2019",2019-06-11,"m100",27.5602506812169
"2019",2019-06-12,"m30",13.8490385066138
"2019",2019-06-12,"m60",20.4905780962302
"2019",2019-06-12,"m100",27.4963799887566
"2019",2019-06-13,"m30",13.6314284398148
"2019",2019-06-13,"m60",20.3739664675926
"2019",2019-06-13,"m100",27.4325092962963
"2019",2019-06-14,"m30",13.7712162771991
"2019",2019-06-14,"m60",20.302710208044
"2019",2019-06-14,"m100",27.4776854733796
"2019",2019-06-15,"m30",13.9110041145833
"2019",2019-06-15,"m60",20.2314539484954
"2019",2019-06-15,"m100",27.522861650463
"2019",2019-06-16,"m30",14.0507919519676
"2019",2019-06-16,"m60",20.1601976889468
"2019",2019-06-16,"m100",27.5680378275463
"2019",2019-06-17,"m30",14.1905797893518
"2019",2019-06-17,"m60",20.0889414293981
"2019",2019-06-17,"m100",27.6132140046296
"2019",2019-06-18,"m30",14.3303676267361
"2019",2019-06-18,"m60",20.0176851698495
"2019",2019-06-18,"m100",27.658390181713
"2019",2019-06-19,"m30",14.4701554641204
"2019",2019-06-19,"m60",19.9464289103009
"2019",2019-06-19,"m100",27.7035663587963
"2019",2019-06-20,"m30",14.6099433015046
"2019",2019-06-20,"m60",19.8751726507523
"2019",2019-06-20,"m100",27.7487425358796
"2019",2019-06-21,"m30",14.7497311388889
"2019",2019-06-21,"m60",19.8039163912037
"2019",2019-06-21,"m100",27.793918712963
"2019",2019-06-22,"m30",14.0450308938492
"2019",2019-06-22,"m60",19.6172730029762
"2019",2019-06-22,"m100",27.5466191921296
"2019",2019-06-23,"m30",13.3403306488095
"2019",2019-06-23,"m60",19.4306296147487
"2019",2019-06-23,"m100",27.2993196712963
"2019",2019-06-24,"m30",12.6356304037698
"2019",2019-06-24,"m60",19.2439862265212
"2019",2019-06-24,"m100",27.052020150463
"2019",2019-06-25,"m30",11.9309301587302
"2019",2019-06-25,"m60",19.0573428382936
"2019",2019-06-25,"m100",26.8047206296296
"2019",2019-06-26,"m30",11.2262299136905
"2019",2019-06-26,"m60",18.8706994500661
"2019",2019-06-26,"m100",26.5574211087963
"2019",2019-06-27,"m30",10.5215296686508
"2019",2019-06-27,"m60",18.6840560618386
"2019",2019-06-27,"m100",26.310121587963
"2019",2019-06-28,"m30",9.81682942361111
"2019",2019-06-28,"m60",18.4974126736111
"2019",2019-06-28,"m100",26.0628220671296
"2019",2019-06-29,"m30",9.58475614748677
"2019",2019-06-29,"m60",18.2586934702381
"2019",2019-06-29,"m100",25.9017254722222
"2019",2019-06-30,"m30",9.35268287136243
"2019",2019-06-30,"m60",18.0199742668651
"2019",2019-06-30,"m100",25.7406288773148
"2019",2019-07-01,"m30",9.12060959523809
"2019",2019-07-01,"m60",17.7812550634921
"2019",2019-07-01,"m100",25.5795322824074
"2019",2019-07-02,"m30",8.88853631911375
"2019",2019-07-02,"m60",17.542535860119
"2019",2019-07-02,"m100",25.4184356875
"2019",2019-07-03,"m30",8.65646304298942
"2019",2019-07-03,"m60",17.303816656746
"2019",2019-07-03,"m100",25.2573390925926
"2019",2019-07-04,"m30",8.42438976686508
"2019",2019-07-04,"m60",17.065097453373
"2019",2019-07-04,"m100",25.0962424976852
"2019",2019-07-05,"m30",8.19231649074074
"2019",2019-07-05,"m60",16.82637825
"2019",2019-07-05,"m100",24.9351459027778
"2019",2019-07-06,"m30",8.09625215138889
"2019",2019-07-06,"m60",16.6623790296296
"2019",2019-07-06,"m100",24.7606878384259
"2019",2019-07-07,"m30",8.00018781203704
"2019",2019-07-07,"m60",16.4983798092593
"2019",2019-07-07,"m100",24.5862297740741
"2019",2019-07-08,"m30",7.90412347268518
"2019",2019-07-08,"m60",16.3343805888889
"2019",2019-07-08,"m100",24.4117717097222
"2019",2019-07-09,"m30",7.80805913333333
"2019",2019-07-09,"m60",16.1703813685185
"2019",2019-07-09,"m100",24.2373136453704
"2019",2019-07-10,"m30",7.71199479398148
"2019",2019-07-10,"m60",16.0063821481481
"2019",2019-07-10,"m100",24.0628555810185
"2019",2019-07-11,"m30",7.83870648292824
"2019",2019-07-11,"m60",16.0369835081018
"2019",2019-07-11,"m100",24.0608962282986
"2019",2019-07-12,"m30",7.965418171875
"2019",2019-07-12,"m60",16.0675848680556
"2019",2019-07-12,"m100",24.0589368755787
"2019",2019-07-13,"m30",8.09212986082176
"2019",2019-07-13,"m60",16.0981862280093
"2019",2019-07-13,"m100",24.0569775228588
"2019",2019-07-14,"m30",8.21884154976852
"2019",2019-07-14,"m60",16.128787587963
"2019",2019-07-14,"m100",24.0550181701389
"2019",2019-07-15,"m30",8.34555323871528
"2019",2019-07-15,"m60",16.1593889479167
"2019",2019-07-15,"m100",24.053058817419
"2019",2019-07-16,"m30",8.47226492766204
"2019",2019-07-16,"m60",16.1899903078704
"2019",2019-07-16,"m100",24.0510994646991
"2019",2019-07-17,"m30",8.59897661660879
"2019",2019-07-17,"m60",16.2205916678241
"2019",2019-07-17,"m100",24.0491401119792
"2019",2019-07-18,"m30",8.72568830555555
"2019",2019-07-18,"m60",16.2511930277778
"2019",2019-07-18,"m100",24.0471807592593
"2020",2020-03-10,"m30",34.563884712963
"2020",2020-03-10,"m60",29.522987712963
"2020",2020-03-10,"m100",32.8224885416667
"2020",2020-03-11,"m30",34.5067950039683
"2020",2020-03-11,"m60",29.5313396785714
"2020",2020-03-11,"m100",32.8686605205027
"2020",2020-03-12,"m30",34.4497052949735
"2020",2020-03-12,"m60",29.5396916441799
"2020",2020-03-12,"m100",32.9148324993386
"2020",2020-03-13,"m30",34.3926155859788
"2020",2020-03-13,"m60",29.5480436097884
"2020",2020-03-13,"m100",32.9610044781746
"2020",2020-03-14,"m30",34.3355258769841
"2020",2020-03-14,"m60",29.5563955753968
"2020",2020-03-14,"m100",33.0071764570106
"2020",2020-03-15,"m30",34.2784361679894
"2020",2020-03-15,"m60",29.5647475410053
"2020",2020-03-15,"m100",33.0533484358466
"2020",2020-03-16,"m30",34.2213464589947
"2020",2020-03-16,"m60",29.5730995066138
"2020",2020-03-16,"m100",33.0995204146825
"2020",2020-03-17,"m30",34.16425675
"2020",2020-03-17,"m60",29.5814514722222
"2020",2020-03-17,"m100",33.1456923935185
"2020",2020-03-18,"m30",34.0586394339947
"2020",2020-03-18,"m60",29.5068680553571
"2020",2020-03-18,"m100",33.0663027751653
"2020",2020-03-19,"m30",33.9530221179894
"2020",2020-03-19,"m60",29.4322846384921
"2020",2020-03-19,"m100",32.9869131568122
"2020",2020-03-20,"m30",33.8474048019841
"2020",2020-03-20,"m60",29.357701221627
"2020",2020-03-20,"m100",32.907523538459
"2020",2020-03-21,"m30",33.7417874859788
"2020",2020-03-21,"m60",29.2831178047619
"2020",2020-03-21,"m100",32.8281339201058
"2020",2020-03-22,"m30",33.6361701699735
"2020",2020-03-22,"m60",29.2085343878968
"2020",2020-03-22,"m100",32.7487443017526
"2020",2020-03-23,"m30",33.5305528539683
"2020",2020-03-23,"m60",29.1339509710317
"2020",2020-03-23,"m100",32.6693546833995
"2020",2020-03-24,"m30",33.424935537963
"2020",2020-03-24,"m60",29.0593675541667
"2020",2020-03-24,"m100",32.5899650650463
"2020",2020-03-25,"m30",33.3130929624339
"2020",2020-03-25,"m60",28.9744477541005
"2020",2020-03-25,"m100",32.5088520828704
"2020",2020-03-26,"m30",33.2012503869048
"2020",2020-03-26,"m60",28.8895279540344
"2020",2020-03-26,"m100",32.4277391006944
"2020",2020-03-27,"m30",33.0894078113757
"2020",2020-03-27,"m60",28.8046081539683
"2020",2020-03-27,"m100",32.3466261185185
"2020",2020-03-28,"m30",32.9775652358466
"2020",2020-03-28,"m60",28.7196883539021
"2020",2020-03-28,"m100",32.2655131363426
"2020",2020-03-29,"m30",32.8657226603175
"2020",2020-03-29,"m60",28.634768553836
"2020",2020-03-29,"m100",32.1844001541667
"2020",2020-03-30,"m30",32.7538800847883
"2020",2020-03-30,"m60",28.5498487537698
"2020",2020-03-30,"m100",32.1032871719907
"2020",2020-03-31,"m30",32.6420375092593
"2020",2020-03-31,"m60",28.4649289537037
"2020",2020-03-31,"m100",32.0221741898148
"2020",2020-04-01,"m30",32.5498286587301
"2020",2020-04-01,"m60",28.4360173525132
"2020",2020-04-01,"m100",32.0293675621693
"2020",2020-04-02,"m30",32.4576198082011
"2020",2020-04-02,"m60",28.4071057513227
"2020",2020-04-02,"m100",32.0365609345238
"2020",2020-04-03,"m30",32.365410957672
"2020",2020-04-03,"m60",28.3781941501323
"2020",2020-04-03,"m100",32.0437543068783
"2020",2020-04-04,"m30",32.2732021071429
"2020",2020-04-04,"m60",28.3492825489418
"2020",2020-04-04,"m100",32.0509476792328
"2020",2020-04-05,"m30",32.1809932566138
"2020",2020-04-05,"m60",28.3203709477513
"2020",2020-04-05,"m100",32.0581410515873
"2020",2020-04-06,"m30",32.0887844060847
"2020",2020-04-06,"m60",28.2914593465608
"2020",2020-04-06,"m100",32.0653344239418
"2020",2020-04-07,"m30",31.9965755555556
"2020",2020-04-07,"m60",28.2625477453704
"2020",2020-04-07,"m100",32.0725277962963
"2020",2020-04-08,"m30",31.6919793796296
"2020",2020-04-08,"m60",28.188629509838
"2020",2020-04-08,"m100",32.0757234207176
"2020",2020-04-09,"m30",31.3873832037037
"2020",2020-04-09,"m60",28.1147112743056
"2020",2020-04-09,"m100",32.0789190451389
"2020",2020-04-10,"m30",31.0827870277778
"2020",2020-04-10,"m60",28.0407930387731
"2020",2020-04-10,"m100",32.0821146695602
"2020",2020-04-11,"m30",30.7781908518519
"2020",2020-04-11,"m60",27.9668748032407
"2020",2020-04-11,"m100",32.0853102939815
"2020",2020-04-12,"m30",30.4735946759259
"2020",2020-04-12,"m60",27.8929565677083
"2020",2020-04-12,"m100",32.0885059184028
"2020",2020-04-13,"m30",30.1689985
"2020",2020-04-13,"m60",27.8190383321759
"2020",2020-04-13,"m100",32.0917015428241
"2020",2020-04-14,"m30",29.8644023240741
"2020",2020-04-14,"m60",27.7451200966435
"2020",2020-04-14,"m100",32.0948971672454
"2020",2020-04-15,"m30",29.5598061481482
"2020",2020-04-15,"m60",27.6712018611111
"2020",2020-04-15,"m100",32.0980927916667
"2020",2020-04-16,"m30",29.3017354085648
"2020",2020-04-16,"m60",27.6375852635031
"2020",2020-04-16,"m100",32.1151560412809
"2020",2020-04-17,"m30",29.0436646689815
"2020",2020-04-17,"m60",27.6039686658951
"2020",2020-04-17,"m100",32.1322192908951
"2020",2020-04-18,"m30",28.7855939293981
"2020",2020-04-18,"m60",27.570352068287
"2020",2020-04-18,"m100",32.1492825405093
"2020",2020-04-19,"m30",28.5275231898148
"2020",2020-04-19,"m60",27.536735470679
"2020",2020-04-19,"m100",32.1663457901235
"2020",2020-04-20,"m30",28.2694524502315
"2020",2020-04-20,"m60",27.503118873071
"2020",2020-04-20,"m100",32.1834090397377
"2020",2020-04-21,"m30",28.0113817106481
"2020",2020-04-21,"m60",27.469502275463
"2020",2020-04-21,"m100",32.2004722893519
"2020",2020-04-22,"m30",27.5844650906085
"2020",2020-04-22,"m60",27.3758266898148
"2020",2020-04-22,"m100",32.1846663029101
"2020",2020-04-23,"m30",27.1575484705688
"2020",2020-04-23,"m60",27.2821511041667
"2020",2020-04-23,"m100",32.1688603164683
"2020",2020-04-24,"m30",26.7306318505291
"2020",2020-04-24,"m60",27.1884755185185
"2020",2020-04-24,"m100",32.1530543300265
"2020",2020-04-25,"m30",26.3037152304894
"2020",2020-04-25,"m60",27.0947999328704
"2020",2020-04-25,"m100",32.1372483435847
"2020",2020-04-26,"m30",25.8767986104497
"2020",2020-04-26,"m60",27.0011243472222
"2020",2020-04-26,"m100",32.1214423571429
"2020",2020-04-27,"m30",25.44988199041
"2020",2020-04-27,"m60",26.9074487615741
"2020",2020-04-27,"m100",32.1056363707011
"2020",2020-04-28,"m30",25.0229653703704
"2020",2020-04-28,"m60",26.8137731759259
"2020",2020-04-28,"m100",32.0898303842593
"2020",2020-04-29,"m30",25.0544985763889
"2020",2020-04-29,"m60",26.7275041238426
"2020",2020-04-29,"m100",32.1050235075231
"2020",2020-04-30,"m30",25.0860317824074
"2020",2020-04-30,"m60",26.6412350717593
"2020",2020-04-30,"m100",32.120216630787
"2020",2020-05-01,"m30",25.1175649884259
"2020",2020-05-01,"m60",26.5549660196759
"2020",2020-05-01,"m100",32.1354097540509
"2020",2020-05-02,"m30",25.1490981944444
"2020",2020-05-02,"m60",26.4686969675926
"2020",2020-05-02,"m100",32.1506028773148
"2020",2020-05-03,"m30",25.180631400463
"2020",2020-05-03,"m60",26.3824279155093
"2020",2020-05-03,"m100",32.1657960005787
"2020",2020-05-04,"m30",25.2121646064815
"2020",2020-05-04,"m60",26.2961588634259
"2020",2020-05-04,"m100",32.1809891238426
"2020",2020-05-05,"m30",25.2436978125
"2020",2020-05-05,"m60",26.2098898113426
"2020",2020-05-05,"m100",32.1961822471065
"2020",2020-05-06,"m30",25.2752310185185
"2020",2020-05-06,"m60",26.1236207592593
"2020",2020-05-06,"m100",32.2113753703704
"2020",2020-05-07,"m30",24.7861965227623
"2020",2020-05-07,"m60",25.9818728919753
"2020",2020-05-07,"m100",32.1469078279321
"2020",2020-05-08,"m30",24.2971620270062
"2020",2020-05-08,"m60",25.8401250246914
"2020",2020-05-08,"m100",32.0824402854938
"2020",2020-05-09,"m30",23.80812753125
"2020",2020-05-09,"m60",25.6983771574074
"2020",2020-05-09,"m100",32.0179727430556
"2020",2020-05-10,"m30",23.3190930354938
"2020",2020-05-10,"m60",25.5566292901235
"2020",2020-05-10,"m100",31.9535052006173
"2020",2020-05-11,"m30",22.8300585397376
"2020",2020-05-11,"m60",25.4148814228395
"2020",2020-05-11,"m100",31.889037658179
"2020",2020-05-12,"m30",22.3410240439815
"2020",2020-05-12,"m60",25.2731335555556
"2020",2020-05-12,"m100",31.8245701157407
"2020",2020-05-13,"m30",21.7835138948413
"2020",2020-05-13,"m60",25.11670725
"2020",2020-05-13,"m100",31.7185291911376
"2020",2020-05-14,"m30",21.2260037457011
"2020",2020-05-14,"m60",24.9602809444444
"2020",2020-05-14,"m100",31.6124882665344
"2020",2020-05-15,"m30",20.6684935965608
"2020",2020-05-15,"m60",24.8038546388889
"2020",2020-05-15,"m100",31.5064473419312
"2020",2020-05-16,"m30",20.1109834474206
"2020",2020-05-16,"m60",24.6474283333333
"2020",2020-05-16,"m100",31.400406417328
"2020",2020-05-17,"m30",19.5534732982804
"2020",2020-05-17,"m60",24.4910020277778
"2020",2020-05-17,"m100",31.2943654927249
"2020",2020-05-18,"m30",18.9959631491402
"2020",2020-05-18,"m60",24.3345757222222
"2020",2020-05-18,"m100",31.1883245681217
"2020",2020-05-19,"m30",18.438453
"2020",2020-05-19,"m60",24.1781494166667
"2020",2020-05-19,"m100",31.0822836435185
"2020",2020-05-20,"m30",18.0028065856481
"2020",2020-05-20,"m60",23.9592491793982
"2020",2020-05-20,"m100",31.0075125821759
"2020",2020-05-21,"m30",17.5671601712963
"2020",2020-05-21,"m60",23.7403489421296
"2020",2020-05-21,"m100",30.9327415208333
"2020",2020-05-22,"m30",17.1315137569444
"2020",2020-05-22,"m60",23.5214487048611
"2020",2020-05-22,"m100",30.8579704594907
"2020",2020-05-23,"m30",16.6958673425926
"2020",2020-05-23,"m60",23.3025484675926
"2020",2020-05-23,"m100",30.7831993981481
"2020",2020-05-24,"m30",16.2602209282407
"2020",2020-05-24,"m60",23.0836482303241
"2020",2020-05-24,"m100",30.7084283368056
"2020",2020-05-25,"m30",15.8245745138889
"2020",2020-05-25,"m60",22.8647479930556
"2020",2020-05-25,"m100",30.633657275463
"2020",2020-05-26,"m30",15.388928099537
"2020",2020-05-26,"m60",22.645847755787
"2020",2020-05-26,"m100",30.5588862141204
"2020",2020-05-27,"m30",14.9532816851852
"2020",2020-05-27,"m60",22.4269475185185
"2020",2020-05-27,"m100",30.4841151527778
"2020",2020-05-28,"m30",14.5534424404762
"2020",2020-05-28,"m60",22.1443078293651
"2020",2020-05-28,"m100",30.3196229007937
"2020",2020-05-29,"m30",14.1536031957672
"2020",2020-05-29,"m60",21.8616681402116
"2020",2020-05-29,"m100",30.1551306488095
"2020",2020-05-30,"m30",13.7537639510582
"2020",2020-05-30,"m60",21.5790284510582
"2020",2020-05-30,"m100",29.9906383968254
"2020",2020-05-31,"m30",13.3539247063492
"2020",2020-05-31,"m60",21.2963887619048
"2020",2020-05-31,"m100",29.8261461448413
"2020",2020-06-01,"m30",12.9540854616402
"2020",2020-06-01,"m60",21.0137490727513
"2020",2020-06-01,"m100",29.6616538928571
"2020",2020-06-02,"m30",12.5542462169312
"2020",2020-06-02,"m60",20.7311093835979
"2020",2020-06-02,"m100",29.497161640873
"2020",2020-06-03,"m30",12.1544069722222
"2020",2020-06-03,"m60",20.4484696944444
"2020",2020-06-03,"m100",29.3326693888889
"2020",2020-06-04,"m30",12.3972064521605
"2020",2020-06-04,"m60",20.2727586790123
"2020",2020-06-04,"m100",29.2409662916667
"2020",2020-06-05,"m30",12.6400059320988
"2020",2020-06-05,"m60",20.0970476635802
"2020",2020-06-05,"m100",29.1492631944444
"2020",2020-06-06,"m30",12.882805412037
"2020",2020-06-06,"m60",19.9213366481481
"2020",2020-06-06,"m100",29.0575600972222
"2020",2020-06-07,"m30",13.1256048919753
"2020",2020-06-07,"m60",19.745625632716
"2020",2020-06-07,"m100",28.965857
"2020",2020-06-08,"m30",13.3684043719136
"2020",2020-06-08,"m60",19.569914617284
"2020",2020-06-08,"m100",28.8741539027778
"2020",2020-06-09,"m30",13.6112038518518
"2020",2020-06-09,"m60",19.3942036018519
"2020",2020-06-09,"m100",28.7824508055556
"2020",2020-06-10,"m30",13.6673650627893
"2020",2020-06-10,"m60",19.3488949739583
"2020",2020-06-10,"m100",28.7506877463831
"2020",2020-06-11,"m30",13.7235262737268
"2020",2020-06-11,"m60",19.3035863460648
"2020",2020-06-11,"m100",28.7189246872106
"2020",2020-06-12,"m30",13.7796874846643
"2020",2020-06-12,"m60",19.2582777181713
"2020",2020-06-12,"m100",28.6871616280382
"2020",2020-06-13,"m30",13.8358486956019
"2020",2020-06-13,"m60",19.2129690902778
"2020",2020-06-13,"m100",28.6553985688657
"2020",2020-06-14,"m30",13.8920099065394
"2020",2020-06-14,"m60",19.1676604623843
"2020",2020-06-14,"m100",28.6236355096933
"2020",2020-06-15,"m30",13.9481711174768
"2020",2020-06-15,"m60",19.1223518344907
"2020",2020-06-15,"m100",28.5918724505208
"2020",2020-06-16,"m30",14.0043323284143
